<Ticker>,<Per>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GheymatVazniAr,d,20170220,000000,27158.3,27175.1,27155.6,27155.7,492334083
GheymatVazniAr,d,20170221,000000,27168.2,27196.9,27168.2,27190.8,453863740
GheymatVazniAr,d,20170222,000000,27197.1,27225.2,27197.1,27207.3,540287264
GheymatVazniAr,d,20170225,000000,27229.6,27234.2,27208.3,27213,570237910
GheymatVazniAr,d,20170226,000000,27223,27223,27112,27112,660791316
GheymatVazniAr,d,20170227,000000,27112,27123,27107.6,27113.6,514918481
GheymatVazniAr,d,20170228,000000,27130.2,27149.6,27114.6,27117.7,698074498
GheymatVazniAr,d,20170301,000000,27127.9,27136,27073.3,27073.3,536848172
GheymatVazniAr,d,20170304,000000,27069,27069,26954,26954,477982967
GheymatVazniAr,d,20170305,000000,26947,26951,26821,26821,508083603
GheymatVazniAr,d,20170306,000000,26825.9,26850.9,26819.3,26822.6,474546306
GheymatVazniAr,d,20170307,000000,26833.3,26836.6,26803.6,26826.3,526249184
GheymatVazniAr,d,20170308,000000,26828,26828,26646,26646,728357364
GheymatVazniAr,d,20170311,000000,26631,26640.9,26599.1,26627.5,553986143
GheymatVazniAr,d,20170312,000000,26630,26648,26617,26632,497847420
GheymatVazniAr,d,20170313,000000,26627,26662.3,26616.3,26616.3,526016064
GheymatVazniAr,d,20170314,000000,26637.4,26723.6,26637.4,26719.6,631938739
GheymatVazniAr,d,20170315,000000,26726,26767,26726,26754,460658326
GheymatVazniAr,d,20170318,000000,26675.6,26829.1,26675.6,26826.4,483585946
GheymatVazniAr,d,20170325,000000,26829.4,26918,26829.4,26915.2,282764388
GheymatVazniAr,d,20170326,000000,26921.8,26934.5,26917.6,26921.1,362972179
GheymatVazniAr,d,20170327,000000,26926.8,26930.3,26913.5,26919.2,356510812
GheymatVazniAr,d,20170328,000000,26922.7,26937.9,26922.7,26928,466165632
GheymatVazniAr,d,20170329,000000,26937.2,26948.5,26933.7,26940.5,547432473
GheymatVazniAr,d,20170403,000000,26945.4,26969.5,26945.4,26951.7,409651889
GheymatVazniAr,d,20170404,000000,26974.7,26979.9,26949.7,26962.2,597067676
GheymatVazniAr,d,20170405,000000,26973.3,26994.3,26973.3,26977.1,652694100
GheymatVazniAr,d,20170408,000000,27009.4,27054.2,27009.4,27016.9,768552029
GheymatVazniAr,d,20170409,000000,27065.5,27101.5,27036.3,27036.3,891601534
GheymatVazniAr,d,20170410,000000,27087.2,27155.8,27087.2,27120.2,1243357716
GheymatVazniAr,d,20170412,000000,27134.6,27143.4,27125.4,27128.8,1140348760
GheymatVazniAr,d,20170415,000000,27162.5,27259.8,27162.5,27215.2,1269618602
GheymatVazniAr,d,20170416,000000,27262.4,27307.8,27240.4,27245.9,1246050659
GheymatVazniAr,d,20170417,000000,27270,27277,27168,27168,860911727
GheymatVazniAr,d,20170418,000000,27187.9,27231.7,27187.9,27199.7,776121170
GheymatVazniAr,d,20170419,000000,27243.1,27308.3,27243.1,27304.1,852667171
GheymatVazniAr,d,20170422,000000,27359.3,27530.2,27359.3,27530.2,982701666
GheymatVazniAr,d,20170423,000000,27587.1,27625.8,27560.7,27560.7,1012683752
GheymatVazniAr,d,20170424,000000,27566.5,27585.3,27552.2,27573,803888712
GheymatVazniAr,d,20170426,000000,27615.3,27632.4,27602.8,27632.3,894705199
GheymatVazniAr,d,20170429,000000,27657,27711,27657,27687,813111262
GheymatVazniAr,d,20170430,000000,27477.2,27511,27464.6,27464.8,834677365
GheymatVazniAr,d,20170501,000000,27468.5,27507.8,27446.1,27479.1,886214149
GheymatVazniAr,d,20170502,000000,27499.7,27543.6,27499.7,27518.9,832219609
GheymatVazniAr,d,20170503,000000,27537.2,27573,27518.4,27518.8,685659738
GheymatVazniAr,d,20170506,000000,27537.1,27538.8,27425.3,27425.3,758427230
GheymatVazniAr,d,20170507,000000,27428,27428,27393.3,27411.7,793756615
GheymatVazniAr,d,20170508,000000,27444.4,27450.3,27436.5,27440.3,911657709
GheymatVazniAr,d,20170509,000000,27446,27479.8,27412.7,27479.8,966644816
GheymatVazniAr,d,20170510,000000,27532.2,27577.7,27532.2,27560.9,876364862
GheymatVazniAr,d,20170513,000000,27569,27578,27565,27566,506640340
GheymatVazniAr,d,20170514,000000,27564.4,27564.4,27501.8,27502.3,523527578
GheymatVazniAr,d,20170515,000000,27506,27517,27500,27500,380350325
GheymatVazniAr,d,20170516,000000,27529,27573,27529,27559,450153875
GheymatVazniAr,d,20170517,000000,27493.7,27549.5,27493.7,27530.1,768674494
GheymatVazniAr,d,20170520,000000,27698.5,27800.2,27698.5,27778,865549027
GheymatVazniAr,d,20170521,000000,27802,27839,27802,27818,683041936
GheymatVazniAr,d,20170522,000000,27628,27652,27589,27590,472248585
GheymatVazniAr,d,20170523,000000,27532,27543,27523,27523,504571215
GheymatVazniAr,d,20170524,000000,27511.5,27514.4,27487.2,27509.1,545232776
GheymatVazniAr,d,20170527,000000,27512,27514,27433,27433,397277900
GheymatVazniAr,d,20170528,000000,27427,27427,27349,27349,387485176
GheymatVazniAr,d,20170529,000000,27331.7,27336.4,27292.2,27292.9,479311856
GheymatVazniAr,d,20170530,000000,27293,27298,27258,27260,396938231
GheymatVazniAr,d,20170531,000000,27259,27273,27255,27255,471321712
GheymatVazniAr,d,20170603,000000,27234,27241,27153,27153,385262771
GheymatVazniAr,d,20170606,000000,27148,27156,27139,27143,317644540
GheymatVazniAr,d,20170607,000000,27139,27140,26957,26957,526406132
GheymatVazniAr,d,20170610,000000,26972.6,27002,26972.6,26984.8,306726428
GheymatVazniAr,d,20170611,000000,26988,26994,26981,26990,371698390
GheymatVazniAr,d,20170612,000000,26979,26979,26874,26874,261660303
GheymatVazniAr,d,20170613,000000,26876,26878,26828,26828,368730039
GheymatVazniAr,d,20170614,000000,26821.4,26832.9,26818.6,26827.6,427765186
GheymatVazniAr,d,20170617,000000,26834.6,26850.7,26766.6,26766.6,329196974
GheymatVazniAr,d,20170618,000000,26770,26771,26667,26667,409022368
GheymatVazniAr,d,20170619,000000,26665,26665,26617,26617,305463874
GheymatVazniAr,d,20170620,000000,26577,26584.9,26567.8,26575.1,312427234
GheymatVazniAr,d,20170621,000000,26579,26581,26531,26531,291781139
GheymatVazniAr,d,20170624,000000,26534,26540,26500,26500,241221183
GheymatVazniAr,d,20170625,000000,26502,26514,26499,26500,314462695
GheymatVazniAr,d,20170628,000000,26505.8,26530.6,26505.8,26511.7,270549888
GheymatVazniAr,d,20170701,000000,26527.2,26551,26527.2,26527.5,359152098
GheymatVazniAr,d,20170702,000000,26530,26535,26516,26516,271593492
GheymatVazniAr,d,20170703,000000,26464,26464,26424,26425,318721398
GheymatVazniAr,d,20170704,000000,26407.2,26413,26396.5,26399.8,359722160
GheymatVazniAr,d,20170705,000000,26406.2,26433.8,26404,26405.8,411698962
GheymatVazniAr,d,20170708,000000,26439.1,26470.5,26439.1,26464.6,455327119
GheymatVazniAr,d,20170709,000000,26471,26502,26471,26499,412708513
GheymatVazniAr,d,20170710,000000,26461,26587,26461,26584,550452221
GheymatVazniAr,d,20170711,000000,26468.8,26501,26468.8,26493,484421123
GheymatVazniAr,d,20170712,000000,26500,26518,26499,26499,393350400
GheymatVazniAr,d,20170715,000000,26502,26553,26502,26545,494583736
GheymatVazniAr,d,20170716,000000,26470,26480,26450,26454,387846256
GheymatVazniAr,d,20170717,000000,26465,26473,26447,26469,624199267
GheymatVazniAr,d,20170718,000000,26404,26423,26404,26404,407851676
GheymatVazniAr,d,20170719,000000,26412,26550,26412,26544,349690575
GheymatVazniAr,d,20170722,000000,26412,26551,26412,26551,425926199
GheymatVazniAr,d,20170723,000000,26340,26404,26335,26396,579637395
GheymatVazniAr,d,20170724,000000,26305,26342,26305,26318,493755121
GheymatVazniAr,d,20170725,000000,26281.3,26367.3,26250.3,26325.2,514926914
GheymatVazniAr,d,20170726,000000,26362.8,26470.1,26362.8,26431.4,789010339
GheymatVazniAr,d,20170729,000000,26451.8,26451.8,26380.2,26402.8,369815411
GheymatVazniAr,d,20170730,000000,26408.5,26472.2,26408.5,26419.9,435047469
GheymatVazniAr,d,20170731,000000,26423.5,26454,26423.5,26433.5,424389336
GheymatVazniAr,d,20170801,000000,26439.9,26444,26395.4,26395.4,344923822
GheymatVazniAr,d,20170802,000000,26402,26405.1,26346.7,26346.8,336267489
GheymatVazniAr,d,20170806,000000,26358.7,26398.3,26358.7,26371.4,358790760
GheymatVazniAr,d,20170807,000000,26375.8,26377.2,26339.5,26339.5,359096536
GheymatVazniAr,d,20170808,000000,26344.2,26359.3,26337.1,26348.6,351800627
GheymatVazniAr,d,20170809,000000,26366.8,26450,26366.8,26434.6,479424405
GheymatVazniAr,d,20170812,000000,26445.5,26508,26445.5,26494.2,405760701
GheymatVazniAr,d,20170813,000000,26497,26512,26461,26461,343665635
GheymatVazniAr,d,20170814,000000,26462.2,26465,26440.2,26460.4,367786505
GheymatVazniAr,d,20170815,000000,26460.6,26479,26444.8,26472.4,466185239
GheymatVazniAr,d,20170816,000000,26472.4,26487.4,26472.4,26487.1,374967823
GheymatVazniAr,d,20170819,000000,26508.5,26577.6,26508.5,26556.1,642394200
GheymatVazniAr,d,20170820,000000,26566.3,26576.4,26565.7,26576,345151995
GheymatVazniAr,d,20170821,000000,26584.6,26598,26578.2,26595.1,448067687
GheymatVazniAr,d,20170822,000000,26609.4,26709.6,26609.4,26691.4,581756878
GheymatVazniAr,d,20170823,000000,26704.7,26755.5,26704.7,26746.3,508257658
GheymatVazniAr,d,20170826,000000,26759.8,26873.2,26759.8,26861.4,595865467
GheymatVazniAr,d,20170827,000000,26870.3,26884.5,26847.3,26857.5,432196370
GheymatVazniAr,d,20170828,000000,26861.9,26899.7,26861.9,26898.7,438616274
GheymatVazniAr,d,20170829,000000,26928.9,27025,26928.9,26972.1,808686531
GheymatVazniAr,d,20170830,000000,26986.1,27001.5,26975.5,26976.2,542570374
GheymatVazniAr,d,20170902,000000,26984.5,27030.7,26982,27026.6,403999059
GheymatVazniAr,d,20170903,000000,27042.8,27077.8,26984.3,26999.7,703533347
GheymatVazniAr,d,20170904,000000,27000.1,27051.1,26995.9,27034.3,493861967
GheymatVazniAr,d,20170905,000000,27036.5,27135.4,27036.5,27125.5,440145695
GheymatVazniAr,d,20170906,000000,27128.8,27134.8,27106.1,27106.6,357292996
GheymatVazniAr,d,20170910,000000,27060,27060,26971,26971,342500585
GheymatVazniAr,d,20170911,000000,26961.7,27004.2,26961.7,26996,367430294
GheymatVazniAr,d,20170912,000000,26996.7,27035.3,26996.7,27028.4,424921026
GheymatVazniAr,d,20170913,000000,27042.8,27049.8,27032.1,27046,857535160
GheymatVazniAr,d,20170916,000000,27046.2,27098.4,27046.2,27073.9,440080617
GheymatVazniAr,d,20170917,000000,27089.7,27149.5,27089.7,27149.5,376260488
GheymatVazniAr,d,20170918,000000,27158.1,27310.5,27158.1,27310.5,369001807
GheymatVazniAr,d,20170919,000000,27323.7,27611.2,27323.7,27611.2,590070589
GheymatVazniAr,d,20170920,000000,27634.7,27769.2,27634.7,27733.5,746454091
GheymatVazniAr,d,20170923,000000,27747.1,27747.1,27713,27722.7,581279355
GheymatVazniAr,d,20170924,000000,27729.7,27729.7,27649.8,27655,523685887
GheymatVazniAr,d,20170925,000000,27662.2,27673.4,27631.7,27631.7,452172627
GheymatVazniAr,d,20170926,000000,27666.5,27676.8,27664.9,27667.4,531526448
GheymatVazniAr,d,20170927,000000,27703.9,27748.2,27703.9,27728.8,656097470
GheymatVazniAr,d,20171002,000000,27735.5,27735.5,27622.1,27630.6,734396480
GheymatVazniAr,d,20171003,000000,27629.9,27631.5,27578.9,27578.9,416994991
GheymatVazniAr,d,20171004,000000,27582,27619.6,27582,27603,444226427
GheymatVazniAr,d,20171007,000000,27631.2,27632.3,27486.6,27486.6,510525424
GheymatVazniAr,d,20171008,000000,27563.3,27563.3,27320.4,27323.5,619912272
GheymatVazniAr,d,20171009,000000,27324.5,27343.4,27324.5,27338.6,338338552
GheymatVazniAr,d,20171010,000000,27340.7,27383.6,27340.7,27378.2,347527794
GheymatVazniAr,d,20171011,000000,27382.8,27384.4,27374.6,27381.4,431028121
GheymatVazniAr,d,20171014,000000,27412.3,27549.3,27412.3,27549.2,341431300
GheymatVazniAr,d,20171015,000000,27555.7,27591.7,27555.7,27591.7,380881338
GheymatVazniAr,d,20171016,000000,27601.2,27656,27601.2,27654.9,447244793
GheymatVazniAr,d,20171017,000000,27663,27685.7,27663,27677.3,481133856
GheymatVazniAr,d,20171018,000000,27692.7,27713.2,27689.1,27712.2,781201689
GheymatVazniAr,d,20171021,000000,27740,27926.3,27740,27900.6,580515297
GheymatVazniAr,d,20171022,000000,27938.1,27940.3,27909.8,27915.3,468221772
GheymatVazniAr,d,20171023,000000,27916,27916,27866,27872,637586756
GheymatVazniAr,d,20171024,000000,27712.3,27769.5,27712.1,27769.5,570310532
GheymatVazniAr,d,20171025,000000,27780.7,27808.8,27780.7,27804,486602023
GheymatVazniAr,d,20171028,000000,27818.2,27901.3,27818.2,27899.9,514438428
GheymatVazniAr,d,20171029,000000,27915.2,28054.3,27915.2,28054.3,717768674
GheymatVazniAr,d,20171030,000000,28088,28106.6,28073.7,28073.7,526693381
GheymatVazniAr,d,20171031,000000,28085.8,28129.2,28075.9,28129.2,614297731
GheymatVazniAr,d,20171101,000000,28155.3,28204.1,28155.3,28191.7,550865532
GheymatVazniAr,d,20171104,000000,28205.1,28220.1,28191,28199.3,397820326
GheymatVazniAr,d,20171105,000000,28204.9,28233.3,28204.9,28211.1,589352232
GheymatVazniAr,d,20171106,000000,28222.7,28226,28191.3,28191.3,489018468
GheymatVazniAr,d,20171107,000000,28198.9,28232,28198.9,28204,408136004
GheymatVazniAr,d,20171108,000000,28203.1,28213.2,28202.9,28208.6,420925272
GheymatVazniAr,d,20171111,000000,28212.3,28217.6,28175.8,28175.8,396066145
GheymatVazniAr,d,20171112,000000,28178,28181,28160,28160,392758952
GheymatVazniAr,d,20171113,000000,28164.4,28198.4,28164.4,28186.3,394865969
GheymatVazniAr,d,20171114,000000,28191.9,28232.5,28191.9,28223.9,366824284
GheymatVazniAr,d,20171115,000000,28224,28246,28224,28242,455852068
GheymatVazniAr,d,20171118,000000,28223,28285.4,28223,28278.6,365136471
GheymatVazniAr,d,20171120,000000,28300,28327.5,28296.7,28297.5,452532530
GheymatVazniAr,d,20171121,000000,28360.1,28462.1,28360.1,28461.5,690757403
GheymatVazniAr,d,20171122,000000,28479.2,28642.4,28479.2,28642.4,772486338
GheymatVazniAr,d,20171125,000000,28734.5,29011.6,28734.5,29004.3,816234130
GheymatVazniAr,d,20171126,000000,29066.2,29087.1,29046,29063.9,839356045
GheymatVazniAr,d,20171128,000000,29101.9,29259.3,29101.9,29248.4,1059092751
GheymatVazniAr,d,20171129,000000,29257.9,29272.3,29203.3,29215.4,609099840
GheymatVazniAr,d,20171202,000000,29233.3,29281.4,29233.3,29261.7,421403701
GheymatVazniAr,d,20171203,000000,29267.4,29267.4,29151.2,29151.2,563360954
GheymatVazniAr,d,20171204,000000,29150.3,29184.4,29146.2,29146.3,632506274
GheymatVazniAr,d,20171205,000000,29146.6,29225.3,29146.6,29196.2,705537780
GheymatVazniAr,d,20171209,000000,29205.3,29243.4,29205,29218,688957577
GheymatVazniAr,d,20171210,000000,29239.9,29256,29229.7,29230.1,579629801
GheymatVazniAr,d,20171211,000000,29251.8,29344,29251.8,29343.4,1051050843
GheymatVazniAr,d,20171212,000000,29435.6,29693,29435.6,29688.1,1097399205
GheymatVazniAr,d,20171213,000000,29732.1,29917.1,29732.1,29897.9,967107870
GheymatVazniAr,d,20171216,000000,30110.3,30321.8,30110.3,30321.8,993216577
GheymatVazniAr,d,20171217,000000,30390.6,30699.6,30390.6,30640.5,1047244461
GheymatVazniAr,d,20171218,000000,30647.8,30651.3,30574.4,30601,966728842
GheymatVazniAr,d,20171219,000000,30601.1,30673.4,30601.1,30637.3,756397201
GheymatVazniAr,d,20171220,000000,30639.9,30642.7,30585.2,30611,1122003813
GheymatVazniAr,d,20171223,000000,30633.8,31030.1,30633.8,31030,760218565
GheymatVazniAr,d,20171224,000000,31038,31258.7,31038,31258.7,705508959
GheymatVazniAr,d,20171225,000000,31281.7,31529.3,31281.7,31524.4,1011546687
GheymatVazniAr,d,20171226,000000,31525.7,31610.5,31457.8,31458.5,890219449
GheymatVazniAr,d,20171227,000000,31458.7,31574.3,31377.2,31377.2,673860004
GheymatVazniAr,d,20171230,000000,31360.7,31360.7,31082.9,31156.8,914692682
GheymatVazniAr,d,20171231,000000,31142.4,31142.4,30593.7,30628,1529977205
GheymatVazniAr,d,20180101,000000,30630.5,30843.1,30630.5,30835.2,595867852
GheymatVazniAr,d,20180102,000000,30837.7,30882.1,30837.7,30845.8,570574390
GheymatVazniAr,d,20180103,000000,30848.4,30853.1,30745.9,30745.9,565339549
GheymatVazniAr,d,20180106,000000,30742.6,30858.5,30742.6,30855.2,447671576
GheymatVazniAr,d,20180107,000000,30857,30888.5,30843.7,30843.7,527099141
GheymatVazniAr,d,20180108,000000,30844.6,30881.3,30844.6,30875.1,474668862
GheymatVazniAr,d,20180109,000000,30876.3,30883.9,30813.7,30816.3,396642074
GheymatVazniAr,d,20180110,000000,30815.8,30852.3,30740.3,30740.3,493440801
GheymatVazniAr,d,20180113,000000,30766.4,30915.6,30766.4,30881.4,483200345
GheymatVazniAr,d,20180114,000000,30887.7,31074.1,30887.7,31073.1,603722263
GheymatVazniAr,d,20180115,000000,31078.4,31308.9,31078.4,31301.7,770534482
GheymatVazniAr,d,20180116,000000,31306.3,31512.5,31306.3,31510.4,750575870
GheymatVazniAr,d,20180117,000000,31516.6,31626.2,31516.6,31613.9,673012692
GheymatVazniAr,d,20180120,000000,31621.3,31662.3,31577.4,31577.4,578080963
GheymatVazniAr,d,20180121,000000,31576.1,31576.1,31380.7,31380.7,641420856
GheymatVazniAr,d,20180122,000000,31379.7,31527.3,31379.7,31510.9,602466217
GheymatVazniAr,d,20180123,000000,31515.9,31701.4,31515.9,31699.4,557183343
GheymatVazniAr,d,20180124,000000,31714.3,31821.5,31714.3,31794.4,811472176
GheymatVazniAr,d,20180127,000000,31795,31821.5,31741.2,31741.2,593019097
GheymatVazniAr,d,20180128,000000,31743.7,31807.7,31743.7,31760,472836979
GheymatVazniAr,d,20180129,000000,31764.3,31787.9,31642.3,31642.3,522720125
GheymatVazniAr,d,20180130,000000,31645.7,31648.5,31486.3,31486.3,467614500
GheymatVazniAr,d,20180131,000000,31487.5,31487.5,31350.8,31350.8,524699339
GheymatVazniAr,d,20180203,000000,31349.8,31354.6,31208.1,31208.1,485608206
GheymatVazniAr,d,20180204,000000,31207.3,31259.2,31204.1,31236.6,503469789
GheymatVazniAr,d,20180205,000000,31237,31314.1,31237,31308.6,665449655
GheymatVazniAr,d,20180206,000000,31310.9,31327.7,31270.3,31274.7,652624466
GheymatVazniAr,d,20180207,000000,31276,31400.1,31276,31393.6,502892223
GheymatVazniAr,d,20180210,000000,31376.6,31376.6,31228.4,31228.5,570418058
GheymatVazniAr,d,20180212,000000,31230.5,31299.1,31230.5,31273.8,632552345
GheymatVazniAr,d,20180213,000000,31275.8,31355.4,31275.8,31310.2,868485770
GheymatVazniAr,d,20180214,000000,31315.4,31388.8,31315.4,31358.7,560848565
GheymatVazniAr,d,20180217,000000,31366,31440.3,31366,31384.7,702844931
GheymatVazniAr,d,20180218,000000,31385,31395,31344,31344,599153281
GheymatVazniAr,d,20180219,000000,31339.6,31352.3,31291.6,31291.6,536894133
GheymatVazniAr,d,20180221,000000,31294.9,31323.8,31293.8,31294.4,600996977
GheymatVazniAr,d,20180224,000000,31306.9,31344.3,31300.6,31300.6,972907282
GheymatVazniAr,d,20180225,000000,31301.9,31311.7,31267,31267,585444695
GheymatVazniAr,d,20180226,000000,31272.3,31296.7,31272.3,31272.9,599756844
GheymatVazniAr,d,20180227,000000,31275.1,31314.7,31272.3,31272.3,606924486
GheymatVazniAr,d,20180228,000000,31277.3,31298,31227.8,31227.9,724356240
GheymatVazniAr,d,20180303,000000,31230.2,31230.2,31043.3,31043.3,713100298
GheymatVazniAr,d,20180304,000000,31047.4,31061.6,31029.6,31029.6,982783771
GheymatVazniAr,d,20180305,000000,31032.1,31044.6,30974.9,30974.9,657361713
GheymatVazniAr,d,20180306,000000,30968.7,30986.1,30908.9,30908.9,567634678
GheymatVazniAr,d,20180307,000000,30906.7,30911,30863.8,30863.8,557223043
GheymatVazniAr,d,20180310,000000,30870.1,30873.1,30778.4,30778.4,564978160
GheymatVazniAr,d,20180311,000000,30780.2,30782.8,30598,30598,608242531
GheymatVazniAr,d,20180312,000000,30599.2,30665.6,30599.2,30641.5,615210052
GheymatVazniAr,d,20180313,000000,30643.9,30679.6,30643.9,30678.6,514444919
GheymatVazniAr,d,20180314,000000,30680.6,30726.2,30309.6,30309.6,996557547
GheymatVazniAr,d,20180317,000000,30311.1,30361.2,30311.1,30323.8,828082262
GheymatVazniAr,d,20180318,000000,30336.2,30400.6,30336.2,30384.4,593073857
GheymatVazniAr,d,20180319,000000,30398.2,30548.5,30398.2,30533.6,642517060
GheymatVazniAr,d,20180325,000000,30549.1,30578.7,30549.1,30576.7,231122545
GheymatVazniAr,d,20180326,000000,30578.4,30635.6,30574.9,30596.9,638122066
GheymatVazniAr,d,20180327,000000,30598.1,30639.2,30598.1,30630.8,613589161
GheymatVazniAr,d,20180328,000000,30631.7,30743.3,30631.7,30739.3,556581385
GheymatVazniAr,d,20180403,000000,30742.5,30810.2,30742.5,30786,303436388
GheymatVazniAr,d,20180404,000000,30787.2,30806.5,30787.2,30806.5,465922708
GheymatVazniAr,d,20180407,000000,30809.2,30817.9,30688.9,30688.9,509292773
GheymatVazniAr,d,20180408,000000,30679.6,30679.6,30549.7,30549.8,681334081
GheymatVazniAr,d,20180409,000000,30561.1,30801.6,30561.1,30797,951530613
GheymatVazniAr,d,20180410,000000,30801.3,30810.9,30678.8,30678.8,617481710
GheymatVazniAr,d,20180411,000000,30683.4,30695,30525.8,30532.6,643430226
GheymatVazniAr,d,20180415,000000,30533,30539.4,30437.7,30437.7,415159159
GheymatVazniAr,d,20180416,000000,30438.9,30441.7,30279,30279,401671442
GheymatVazniAr,d,20180417,000000,30302.6,30304.3,30283.4,30283.4,344368223
GheymatVazniAr,d,20180418,000000,30299.2,30316.8,30279.2,30279.2,307682180
GheymatVazniAr,d,20180421,000000,30282,30292.5,30186.1,30186.1,315481776
GheymatVazniAr,d,20180422,000000,30187.7,30187.7,29941.6,29941.6,475819268
GheymatVazniAr,d,20180423,000000,29942.6,29947.4,29879.9,29879.9,336115526
GheymatVazniAr,d,20180424,000000,29885.1,29984.3,29885.1,29967.6,440044526
GheymatVazniAr,d,20180425,000000,29970,30065.1,29970,30037.2,405346220
GheymatVazniAr,d,20180428,000000,30037.5,30039.9,29875.1,29875.1,433556875
GheymatVazniAr,d,20180429,000000,29877.2,29879.6,29480.1,29480.1,409784360
GheymatVazniAr,d,20180430,000000,29480.9,29499.3,29411.4,29411.4,411792027
GheymatVazniAr,d,20180501,000000,29418.3,29425.2,29409.5,29409.5,463259578
GheymatVazniAr,d,20180505,000000,29418.9,29418.9,29245.8,29245.8,426059549
GheymatVazniAr,d,20180506,000000,29245.9,29245.9,29157.2,29157.2,493919048
GheymatVazniAr,d,20180507,000000,29159,29256.4,29159,29256.4,362163673
GheymatVazniAr,d,20180508,000000,29269.7,29394.6,29269.7,29384.6,582180046
GheymatVazniAr,d,20180509,000000,29399.7,29456.5,29399.7,29409.6,1146491571
GheymatVazniAr,d,20180512,000000,29407.5,29485.9,29407.5,29455.7,499760226
GheymatVazniAr,d,20180513,000000,29475.3,29547.1,29475.3,29540.7,633613735
GheymatVazniAr,d,20180514,000000,29555.9,29709.7,29555.9,29708,672194377
GheymatVazniAr,d,20180515,000000,29728.7,29782.8,29639.4,29639.4,845227755
GheymatVazniAr,d,20180516,000000,29648.1,29662.6,29638.3,29646.7,789244307
GheymatVazniAr,d,20180519,000000,29656.8,29719.6,29656.8,29691.8,745670716
GheymatVazniAr,d,20180520,000000,29704.3,29733.1,29653.2,29653.2,718852205
GheymatVazniAr,d,20180521,000000,29652.3,29691.8,29652.3,29677.9,746724467
GheymatVazniAr,d,20180522,000000,29682.5,29695.1,29609.2,29609.2,560598571
GheymatVazniAr,d,20180523,000000,29613.5,29696.6,29613.5,29673.3,552911458
GheymatVazniAr,d,20180526,000000,29690.1,29824.1,29690.1,29781.8,690589501
GheymatVazniAr,d,20180527,000000,29795.7,29810.8,29719.6,29719.6,581640913
GheymatVazniAr,d,20180528,000000,29719.8,29728.5,29662,29662,554600964
GheymatVazniAr,d,20180529,000000,29662.7,29698.6,29624.4,29624.4,605058731
GheymatVazniAr,d,20180530,000000,29632,29703.8,29632,29671.1,658934481
GheymatVazniAr,d,20180602,000000,29681,29810.5,29681,29777.9,635002100
GheymatVazniAr,d,20180603,000000,29783.6,29800.5,29783.6,29787.3,681247290
GheymatVazniAr,d,20180609,000000,29813.6,29865.8,29807.5,29811.6,759223612
GheymatVazniAr,d,20180610,000000,29814.9,29830.8,29753.4,29753.4,750126343
GheymatVazniAr,d,20180611,000000,29766.6,29771.6,29723.4,29723.4,842439725
GheymatVazniAr,d,20180612,000000,29732,29888.2,29732,29877.3,994682304
GheymatVazniAr,d,20180613,000000,29897.9,30735.2,29897.9,30544.7,1561752572
GheymatVazniAr,d,20180617,000000,30902.1,31563.2,30902.1,31475.4,1713266540
GheymatVazniAr,d,20180618,000000,31938.1,32198.4,31938.1,32102.1,2492685344
GheymatVazniAr,d,20180619,000000,32102.4,32709.6,32074.7,32692.6,1766062525
GheymatVazniAr,d,20180620,000000,32779.6,33470.2,32779.6,33290.8,2418699077
GheymatVazniAr,d,20180623,000000,33333.7,33452.4,33331.3,33445.2,1414780326
GheymatVazniAr,d,20180624,000000,33501.7,34264.2,33501.7,34258.2,2322336147
GheymatVazniAr,d,20180625,000000,34378.4,35225.7,34378.4,35185,2898371651
GheymatVazniAr,d,20180626,000000,35301.3,35301.3,34650.9,34650.9,2077155117
GheymatVazniAr,d,20180627,000000,34692.2,34737.4,33978.5,33978.5,1757409634
GheymatVazniAr,d,20180630,000000,34022.2,34138.9,34014,34037.6,982618931
GheymatVazniAr,d,20180701,000000,34031.7,34031.7,33013.1,33013.1,1201195230
GheymatVazniAr,d,20180702,000000,33056.4,33390.6,33056.4,33370.6,827791607
GheymatVazniAr,d,20180703,000000,33506.8,34140.3,33506.8,34102,1276861683
GheymatVazniAr,d,20180704,000000,34259.7,34374.1,34140.4,34140.4,1452445519
GheymatVazniAr,d,20180707,000000,34112.4,34112.4,33701.8,33701.8,895787967
GheymatVazniAr,d,20180708,000000,33787.4,33787.4,33577.1,33577.1,682846808
GheymatVazniAr,d,20180710,000000,33578.7,33700.7,33503.9,33503.9,557166400
GheymatVazniAr,d,20180711,000000,33498.7,33498.7,33049.9,33049.9,1070472021
GheymatVazniAr,d,20180714,000000,33048.1,33061.9,32735.4,32735.4,721915319
GheymatVazniAr,d,20180715,000000,32735,32790.8,32413.8,32413.8,787747400
GheymatVazniAr,d,20180716,000000,32410.8,32562,32402.1,32402.1,759087675
GheymatVazniAr,d,20180717,000000,32405.3,32471.2,32268.3,32268.3,867494157
GheymatVazniAr,d,20180718,000000,32269.8,32398.7,32255.5,32258.6,1476150668
GheymatVazniAr,d,20180721,000000,32339.8,32435.6,32339.7,32339.7,578246120
GheymatVazniAr,d,20180722,000000,32429.4,32546.9,31930.2,31930.2,892572773
GheymatVazniAr,d,20180723,000000,31945.8,31946.2,31817,31862.4,560449173
