<Ticker>,<Per>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GheymatVazniAr,d,20090606,000000,8734.6,8734.6,8734.6,8734.6,104102912
GheymatVazniAr,d,20090607,000000,8805.9,8805.9,8805.9,8805.9,129837675
GheymatVazniAr,d,20090608,000000,8836.9,8836.9,8836.9,8836.9,73113765
GheymatVazniAr,d,20090609,000000,8876.6,8876.6,8876.6,8876.6,1033190521
GheymatVazniAr,d,20090610,000000,8934.4,8934.4,8934.4,8934.4,108853468
GheymatVazniAr,d,20090613,000000,8945.4,8945.4,8945.4,8945.4,211344261
GheymatVazniAr,d,20090614,000000,8891.4,8891.4,8891.4,8891.4,128359071
GheymatVazniAr,d,20090615,000000,8878.8,8878.8,8878.8,8878.8,79197794
GheymatVazniAr,d,20090616,000000,8852.5,8852.5,8852.5,8852.5,49397773
GheymatVazniAr,d,20090617,000000,8816.3,8816.3,8816.3,8816.3,46555483
GheymatVazniAr,d,20090620,000000,8813,8813,8813,8813,24684897
GheymatVazniAr,d,20090621,000000,8822.7,8822.7,8822.7,8822.7,26576708
GheymatVazniAr,d,20090622,000000,8584.6,8584.6,8584.6,8584.6,67748107
GheymatVazniAr,d,20090623,000000,8664.1,8664.1,8664.1,8664.1,86336325
GheymatVazniAr,d,20090624,000000,8662.6,8662.6,8662.6,8662.6,68342556
GheymatVazniAr,d,20090627,000000,8662.5,8662.5,8662.5,8662.5,90510436
GheymatVazniAr,d,20090628,000000,8668.8,8668.8,8668.8,8668.8,98949491
GheymatVazniAr,d,20090629,000000,8673.7,8673.7,8673.7,8673.7,56000567
GheymatVazniAr,d,20090630,000000,8700,8700,8700,8700,40564203
GheymatVazniAr,d,20090701,000000,8777.3,8777.3,8777.3,8777.3,56672935
GheymatVazniAr,d,20090704,000000,8770.9,8770.9,8770.9,8770.9,58390117
GheymatVazniAr,d,20090705,000000,8749.7,8749.7,8749.7,8749.7,70621452
GheymatVazniAr,d,20090707,000000,8746.4,8746.4,8746.4,8746.4,29673244
GheymatVazniAr,d,20090711,000000,8718.9,8718.9,8718.9,8718.9,64913740
GheymatVazniAr,d,20090712,000000,8686.4,8686.4,8686.4,8686.4,112885638
GheymatVazniAr,d,20090713,000000,8620.8,8620.8,8620.8,8620.8,72070488
GheymatVazniAr,d,20090714,000000,8557.9,8557.9,8557.9,8557.9,175832137
GheymatVazniAr,d,20090716,000000,8576.6,8576.6,8576.6,8576.6,0
GheymatVazniAr,d,20090718,000000,8499,8499,8499,8499,183668875
GheymatVazniAr,d,20090719,000000,8491.2,8491.2,8491.2,8491.2,34903787
GheymatVazniAr,d,20090721,000000,8408.1,8408.1,8408.1,8408.1,27563954
GheymatVazniAr,d,20090722,000000,8329.2,8329.2,8329.2,8329.2,179402249
GheymatVazniAr,d,20090725,000000,8086.5,8086.5,8086.5,8086.5,32339558
GheymatVazniAr,d,20090726,000000,8092.2,8092.2,8092.2,8092.2,122317895
GheymatVazniAr,d,20090727,000000,8238.4,8238.4,8238.4,8238.4,115034442
GheymatVazniAr,d,20090728,000000,8251.3,8251.3,8251.3,8251.3,131358943
GheymatVazniAr,d,20090729,000000,8283.7,8283.7,8283.7,8283.7,331867282
GheymatVazniAr,d,20090801,000000,8322.4,8322.4,8322.4,8322.4,91118919
GheymatVazniAr,d,20090802,000000,8339.4,8339.4,8339.4,8339.4,84333673
GheymatVazniAr,d,20090803,000000,8339.5,8339.5,8339.5,8339.5,95458779
GheymatVazniAr,d,20090804,000000,8361.7,8361.7,8361.7,8361.7,172411195
GheymatVazniAr,d,20090805,000000,8398.7,8398.7,8398.7,8398.7,105609290
GheymatVazniAr,d,20090808,000000,8479.1,8479.1,8479.1,8479.1,75434215
GheymatVazniAr,d,20090809,000000,8517.6,8517.6,8517.6,8517.6,79211032
GheymatVazniAr,d,20090810,000000,8574.9,8574.9,8574.9,8574.9,238621851
GheymatVazniAr,d,20090811,000000,8596.5,8596.5,8596.5,8596.5,113043220
GheymatVazniAr,d,20090812,000000,8642.4,8642.4,8642.4,8642.4,136661339
GheymatVazniAr,d,20090815,000000,8691.2,8691.2,8691.2,8691.2,52477704
GheymatVazniAr,d,20090816,000000,8760.6,8760.6,8760.6,8760.6,210110953
GheymatVazniAr,d,20090817,000000,8821.8,8821.8,8821.8,8821.8,143305379
GheymatVazniAr,d,20090818,000000,8849.8,8849.8,8849.8,8849.8,147447469
GheymatVazniAr,d,20090819,000000,8875.4,8875.4,8875.4,8875.4,87045199
GheymatVazniAr,d,20090822,000000,8943.4,8943.4,8943.4,8943.4,63192305
GheymatVazniAr,d,20090823,000000,8991.7,8991.7,8991.7,8991.7,99182904
GheymatVazniAr,d,20090824,000000,9054.4,9054.4,9054.4,9054.4,114330157
GheymatVazniAr,d,20090825,000000,9306.5,9306.5,9306.5,9306.5,269069982
GheymatVazniAr,d,20090826,000000,9808.8,9808.8,9808.8,9808.8,238828681
GheymatVazniAr,d,20090829,000000,9942.5,9942.5,9942.5,9942.5,339368399
GheymatVazniAr,d,20090830,000000,9907.7,9907.7,9907.7,9907.7,142813596
GheymatVazniAr,d,20090831,000000,9902.3,9902.3,9902.3,9902.3,265586341
GheymatVazniAr,d,20090901,000000,9946.6,9946.6,9946.6,9946.6,114726555
GheymatVazniAr,d,20090902,000000,9951.6,9951.6,9951.6,9951.6,113121792
GheymatVazniAr,d,20090905,000000,9893.3,9893.3,9893.3,9893.3,133563730
GheymatVazniAr,d,20090906,000000,9856.2,9856.2,9856.2,9856.2,93570889
GheymatVazniAr,d,20090907,000000,9818.8,9818.8,9818.8,9818.8,55233883
GheymatVazniAr,d,20090908,000000,9860.6,9860.6,9860.6,9860.6,75781140
GheymatVazniAr,d,20090909,000000,9909.6,9909.6,9909.6,9909.6,81204383
GheymatVazniAr,d,20090912,000000,9909.6,9909.6,9909.6,9909.6,0
GheymatVazniAr,d,20090913,000000,9860.8,9860.8,9860.8,9860.8,55645930
GheymatVazniAr,d,20090914,000000,9827,9827,9827,9827,149306039
GheymatVazniAr,d,20090915,000000,9763.4,9763.4,9763.4,9763.4,62354840
GheymatVazniAr,d,20090916,000000,9710.9,9710.9,9710.9,9710.9,50592385
GheymatVazniAr,d,20090919,000000,9690.2,9690.2,9690.2,9690.2,100425587
GheymatVazniAr,d,20090920,000000,9690.2,9690.2,9690.2,9690.2,0
GheymatVazniAr,d,20090921,000000,9702.8,9702.8,9702.8,9702.8,108289365
GheymatVazniAr,d,20090922,000000,9726.5,9726.5,9726.5,9726.5,197239894
GheymatVazniAr,d,20090923,000000,9795,9795,9795,9795,89373934
GheymatVazniAr,d,20090926,000000,9826.2,9826.2,9826.2,9826.2,183342169
GheymatVazniAr,d,20090927,000000,9802.9,9802.9,9802.9,9802.9,159918172
GheymatVazniAr,d,20090928,000000,9777.8,9777.8,9777.8,9777.8,87282551
GheymatVazniAr,d,20090929,000000,9771.4,9771.4,9771.4,9771.4,89763920
GheymatVazniAr,d,20090930,000000,9755.2,9755.2,9755.2,9755.2,93617416
GheymatVazniAr,d,20091003,000000,9857.4,9857.4,9857.4,9857.4,109953330
GheymatVazniAr,d,20091004,000000,9908.2,9908.2,9908.2,9908.2,203042597
GheymatVazniAr,d,20091005,000000,9925.8,9925.8,9925.8,9925.8,148807448
GheymatVazniAr,d,20091006,000000,9972,9972,9972,9972,150680669
GheymatVazniAr,d,20091007,000000,10055.3,10055.3,10055.3,10055.3,148239110
GheymatVazniAr,d,20091010,000000,10111.5,10111.5,10111.5,10111.5,171310367
GheymatVazniAr,d,20091011,000000,10084.2,10084.2,10084.2,10084.2,266727726
GheymatVazniAr,d,20091012,000000,10073.3,10073.3,10073.3,10073.3,262378935
GheymatVazniAr,d,20091013,000000,10078.1,10078.1,10078.1,10078.1,179917541
GheymatVazniAr,d,20091017,000000,10078,10078,10078,10078,86992924
GheymatVazniAr,d,20091018,000000,10069.2,10069.2,10069.2,10069.2,139128758
GheymatVazniAr,d,20091019,000000,10121.3,10121.3,10121.3,10121.3,726324035
GheymatVazniAr,d,20091020,000000,10205.7,10205.7,10205.7,10205.7,181010660
GheymatVazniAr,d,20091021,000000,10289,10289,10289,10289,130437993
GheymatVazniAr,d,20091024,000000,10345,10345,10345,10345,153546302
GheymatVazniAr,d,20091025,000000,10389.4,10389.4,10389.4,10389.4,141208768
GheymatVazniAr,d,20091026,000000,10393.9,10393.9,10393.9,10393.9,310792427
GheymatVazniAr,d,20091027,000000,10396,10396,10396,10396,134102450
GheymatVazniAr,d,20091028,000000,10449.7,10449.7,10449.7,10449.7,140469650
GheymatVazniAr,d,20091031,000000,10511.3,10511.3,10511.3,10511.3,115125622
GheymatVazniAr,d,20091101,000000,10562.7,10562.7,10562.7,10562.7,135739766
GheymatVazniAr,d,20091102,000000,10550,10550,10550,10550,335063853
GheymatVazniAr,d,20091103,000000,10511.3,10511.3,10511.3,10511.3,137904694
GheymatVazniAr,d,20091104,000000,10529.9,10529.9,10529.9,10529.9,176139996
GheymatVazniAr,d,20091107,000000,10589.9,10589.9,10589.9,10589.9,142682305
GheymatVazniAr,d,20091108,000000,10580.2,10580.2,10580.2,10580.2,258507974
GheymatVazniAr,d,20091109,000000,10593.5,10593.5,10593.5,10593.5,170735416
GheymatVazniAr,d,20091110,000000,10462.4,10462.4,10462.4,10462.4,116044921
GheymatVazniAr,d,20091111,000000,10424.9,10424.9,10424.9,10424.9,163701567
GheymatVazniAr,d,20091114,000000,10443.2,10443.2,10443.2,10443.2,104642978
GheymatVazniAr,d,20091115,000000,10408.4,10408.4,10408.4,10408.4,168854960
GheymatVazniAr,d,20091116,000000,10377.8,10377.8,10377.8,10377.8,133588426
GheymatVazniAr,d,20091117,000000,10307,10307,10307,10307,202527156
GheymatVazniAr,d,20091118,000000,10252.2,10252.2,10252.2,10252.2,104391948
GheymatVazniAr,d,20091121,000000,10177.1,10177.1,10177.1,10177.1,92493417
GheymatVazniAr,d,20091122,000000,10106.8,10106.8,10106.8,10106.8,68503636
GheymatVazniAr,d,20091123,000000,10101.2,10101.2,10101.2,10101.2,159897407
GheymatVazniAr,d,20091124,000000,10165.8,10165.8,10165.8,10165.8,101306354
GheymatVazniAr,d,20091125,000000,10199.8,10199.8,10199.8,10199.8,193370544
GheymatVazniAr,d,20091129,000000,10127.7,10127.7,10127.7,10127.7,44023801
GheymatVazniAr,d,20091130,000000,10074.9,10074.9,10074.9,10074.9,44374965
GheymatVazniAr,d,20091201,000000,10044.5,10044.5,10044.5,10044.5,78967237
GheymatVazniAr,d,20091202,000000,10032.5,10032.5,10032.5,10032.5,169351133
GheymatVazniAr,d,20091205,000000,10024.7,10024.7,10024.7,10024.7,43677762
GheymatVazniAr,d,20091207,000000,10056.5,10056.5,10056.5,10056.5,71236877
GheymatVazniAr,d,20091208,000000,10027.8,10027.8,10027.8,10027.8,47414251
GheymatVazniAr,d,20091209,000000,9966.3,9966.3,9966.3,9966.3,59930417
GheymatVazniAr,d,20091212,000000,9889.7,9889.7,9889.7,9889.7,55808178
GheymatVazniAr,d,20091213,000000,9825.8,9825.8,9825.8,9825.8,60648053
GheymatVazniAr,d,20091214,000000,9785.5,9785.5,9785.5,9785.5,48251342
GheymatVazniAr,d,20091215,000000,9561.4,9561.4,9561.4,9561.4,54909566
GheymatVazniAr,d,20091216,000000,9479.7,9479.7,9479.7,9479.7,63278455
GheymatVazniAr,d,20091219,000000,9432.9,9432.9,9432.9,9432.9,61865366
GheymatVazniAr,d,20091220,000000,9471.7,9471.7,9471.7,9471.7,104182489
GheymatVazniAr,d,20091221,000000,9487.3,9487.3,9487.3,9487.3,89628126
GheymatVazniAr,d,20091222,000000,9451.6,9451.6,9451.6,9451.6,73800584
GheymatVazniAr,d,20091223,000000,9440.5,9440.5,9440.5,9440.5,112164008
GheymatVazniAr,d,20091228,000000,9417.7,9417.7,9417.7,9417.7,45724563
GheymatVazniAr,d,20091229,000000,9402.2,9402.2,9402.2,9402.2,45564958
GheymatVazniAr,d,20091230,000000,9427,9427,9427,9427,45341463
GheymatVazniAr,d,20100102,000000,9500.8,9500.8,9500.8,9500.8,56414503
GheymatVazniAr,d,20100103,000000,9531,9531,9531,9531,109227077
GheymatVazniAr,d,20100104,000000,9492.5,9492.5,9492.5,9492.5,59502995
GheymatVazniAr,d,20100105,000000,9494.3,9494.3,9494.3,9494.3,60510129
GheymatVazniAr,d,20100106,000000,9551.6,9551.6,9551.6,9551.6,90477482
GheymatVazniAr,d,20100109,000000,9613.8,9613.8,9613.8,9613.8,423945301
GheymatVazniAr,d,20100110,000000,9733.4,9733.4,9733.4,9733.4,214004639
GheymatVazniAr,d,20100111,000000,9787.7,9787.7,9787.7,9787.7,120465135
GheymatVazniAr,d,20100112,000000,9779,9779,9779,9779,101251905
GheymatVazniAr,d,20100113,000000,9740.4,9740.4,9740.4,9740.4,88570344
GheymatVazniAr,d,20100116,000000,9752.3,9752.3,9752.3,9752.3,96109966
GheymatVazniAr,d,20100117,000000,9733.7,9733.7,9733.7,9733.7,72297869
GheymatVazniAr,d,20100118,000000,9703,9703,9703,9703,43960279
GheymatVazniAr,d,20100119,000000,9690.6,9690.6,9690.6,9690.6,42698833
GheymatVazniAr,d,20100120,000000,9690.3,9690.3,9690.3,9690.3,45752442
GheymatVazniAr,d,20100123,000000,9730.1,9730.1,9730.1,9730.1,71768201
GheymatVazniAr,d,20100124,000000,9786.2,9786.2,9786.2,9786.2,91138220
GheymatVazniAr,d,20100125,000000,9803.3,9803.3,9803.3,9803.3,444096625
GheymatVazniAr,d,20100126,000000,9842.8,9842.8,9842.8,9842.8,93109033
GheymatVazniAr,d,20100127,000000,9884.7,9884.7,9884.7,9884.7,82031636
GheymatVazniAr,d,20100130,000000,9840.2,9840.2,9840.2,9840.2,106452209
GheymatVazniAr,d,20100131,000000,9817.9,9817.9,9817.9,9817.9,210432519
GheymatVazniAr,d,20100201,000000,9806.3,9806.3,9806.3,9806.3,82055391
GheymatVazniAr,d,20100202,000000,9815.3,9815.3,9815.3,9815.3,55496308
GheymatVazniAr,d,20100203,000000,9840.7,9840.7,9840.7,9840.7,53586175
GheymatVazniAr,d,20100206,000000,9810,9810,9810,9810,45906223
GheymatVazniAr,d,20100207,000000,9784.2,9784.2,9784.2,9784.2,84149096
GheymatVazniAr,d,20100208,000000,9768.2,9768.2,9768.2,9768.2,75845784
GheymatVazniAr,d,20100209,000000,9762.2,9762.2,9762.2,9762.2,47654220
GheymatVazniAr,d,20100210,000000,9790.1,9790.1,9790.1,9790.1,76601221
GheymatVazniAr,d,20100214,000000,9845.2,9845.2,9845.2,9845.2,63011703
GheymatVazniAr,d,20100216,000000,9870,9870,9870,9870,105386331
GheymatVazniAr,d,20100217,000000,9857.3,9857.3,9857.3,9857.3,98181260
GheymatVazniAr,d,20100220,000000,9886.9,9886.9,9886.9,9886.9,100126985
GheymatVazniAr,d,20100221,000000,9982.2,9982.2,9982.2,9982.2,97866902
GheymatVazniAr,d,20100222,000000,10040.1,10040.1,10040.1,10040.1,232077643
GheymatVazniAr,d,20100223,000000,10043.6,10043.6,10043.6,10043.6,153386448
GheymatVazniAr,d,20100224,000000,10029.5,10029.5,10029.5,10029.5,93262779
GheymatVazniAr,d,20100227,000000,10004.5,10004.5,10004.5,10004.5,69526112
GheymatVazniAr,d,20100228,000000,10042,10042,10042,10042,70968375
GheymatVazniAr,d,20100301,000000,10074.1,10074.1,10074.1,10074.1,72133064
GheymatVazniAr,d,20100302,000000,10126.3,10126.3,10126.3,10126.3,116685908
GheymatVazniAr,d,20100303,000000,10144.9,10144.9,10144.9,10144.9,89021219
GheymatVazniAr,d,20100306,000000,10218.1,10218.1,10218.1,10218.1,124692302
GheymatVazniAr,d,20100307,000000,10239.3,10239.3,10239.3,10239.3,119709525
GheymatVazniAr,d,20100308,000000,10283.1,10283.1,10283.1,10283.1,119452490
GheymatVazniAr,d,20100309,000000,10379.4,10379.4,10379.4,10379.4,143848068
GheymatVazniAr,d,20100310,000000,10392.8,10392.8,10392.8,10392.8,85669975
GheymatVazniAr,d,20100313,000000,10385.8,10385.8,10385.8,10385.8,120339309
GheymatVazniAr,d,20100314,000000,10472.9,10472.9,10472.9,10472.9,130408897
GheymatVazniAr,d,20100315,000000,10459.7,10459.7,10459.7,10459.7,149312007
GheymatVazniAr,d,20100316,000000,10431.4,10431.4,10431.4,10431.4,82415574
GheymatVazniAr,d,20100317,000000,10462.9,10462.9,10462.9,10462.9,108715662
GheymatVazniAr,d,20100327,000000,10527.1,10527.1,10527.1,10527.1,28190095
GheymatVazniAr,d,20100328,000000,10625.8,10625.8,10625.8,10625.8,69270748
GheymatVazniAr,d,20100329,000000,10702.3,10702.3,10702.3,10702.3,66677542
GheymatVazniAr,d,20100330,000000,10738.6,10738.6,10738.6,10738.6,71179631
GheymatVazniAr,d,20100331,000000,10804.2,10804.2,10804.2,10804.2,79968828
GheymatVazniAr,d,20100403,000000,10963,10963,10963,10963,139216961
GheymatVazniAr,d,20100404,000000,11117.3,11117.3,11117.3,11117.3,261928603
GheymatVazniAr,d,20100405,000000,11114.9,11114.9,11114.9,11114.9,109534162
GheymatVazniAr,d,20100406,000000,11247.6,11247.6,11247.6,11247.6,162406122
GheymatVazniAr,d,20100407,000000,11418.2,11418.2,11418.2,11418.2,148454859
GheymatVazniAr,d,20100410,000000,11478.7,11478.7,11478.7,11478.7,190238995
GheymatVazniAr,d,20100411,000000,11519.2,11519.2,11519.2,11519.2,130358641
GheymatVazniAr,d,20100412,000000,11544.4,11544.4,11544.4,11544.4,181112503
GheymatVazniAr,d,20100413,000000,11603.5,11603.5,11603.5,11603.5,222829947
GheymatVazniAr,d,20100414,000000,11603.3,11603.3,11603.3,11603.3,447574642
GheymatVazniAr,d,20100417,000000,11530.3,11530.3,11530.3,11530.3,150612992
GheymatVazniAr,d,20100418,000000,11630.3,11630.3,11630.3,11630.3,222823839
GheymatVazniAr,d,20100419,000000,11799.3,11799.3,11799.3,11799.3,242955714
GheymatVazniAr,d,20100420,000000,11808.4,11808.4,11808.4,11808.4,244730924
GheymatVazniAr,d,20100421,000000,11757.9,11757.9,11757.9,11757.9,302241583
GheymatVazniAr,d,20100424,000000,11716.9,11716.9,11716.9,11716.9,152871216
GheymatVazniAr,d,20100425,000000,11690.9,11690.9,11690.9,11690.9,303670586
GheymatVazniAr,d,20100426,000000,11753.5,11753.5,11753.5,11753.5,244096459
GheymatVazniAr,d,20100427,000000,11762.8,11762.8,11762.8,11762.8,195968931
GheymatVazniAr,d,20100428,000000,11657.4,11657.4,11657.4,11657.4,196265112
GheymatVazniAr,d,20100501,000000,11749.1,11749.1,11749.1,11749.1,215119724
GheymatVazniAr,d,20100502,000000,11706.8,11706.8,11706.8,11706.8,209516388
GheymatVazniAr,d,20100503,000000,11644.8,11644.8,11644.8,11644.8,178032359
GheymatVazniAr,d,20100504,000000,11664.1,11664.1,11664.1,11664.1,214710641
GheymatVazniAr,d,20100505,000000,11587.6,11587.6,11587.6,11587.6,205855083
GheymatVazniAr,d,20100508,000000,11567.4,11567.4,11567.4,11567.4,157184404
GheymatVazniAr,d,20100509,000000,11645.3,11645.3,11645.3,11645.3,172544312
GheymatVazniAr,d,20100510,000000,11710.7,11710.7,11710.7,11710.7,144443129
GheymatVazniAr,d,20100511,000000,11732.3,11732.3,11732.3,11732.3,127675230
GheymatVazniAr,d,20100512,000000,11710.3,11710.3,11710.3,11710.3,142460620
GheymatVazniAr,d,20100515,000000,11695.3,11695.3,11695.3,11695.3,132674299
GheymatVazniAr,d,20100516,000000,11727,11727,11727,11727,120125588
GheymatVazniAr,d,20100518,000000,11734.4,11734.4,11734.4,11734.4,156493420
GheymatVazniAr,d,20100519,000000,11732.3,11732.3,11732.3,11732.3,220362911
GheymatVazniAr,d,20100522,000000,11658.5,11658.5,11658.5,11658.5,127685180
GheymatVazniAr,d,20100523,000000,11625,11625,11625,11625,90612055
GheymatVazniAr,d,20100524,000000,11651,11651,11651,11651,270074291
GheymatVazniAr,d,20100525,000000,11697.6,11697.6,11697.6,11697.6,144026432
GheymatVazniAr,d,20100526,000000,11667.3,11667.3,11667.3,11667.3,221905837
GheymatVazniAr,d,20100529,000000,11406.6,11406.6,11406.6,11406.6,110518869
GheymatVazniAr,d,20100530,000000,11379.8,11379.8,11379.8,11379.8,94275067
GheymatVazniAr,d,20100531,000000,11339.6,11339.6,11339.6,11339.6,115463888
GheymatVazniAr,d,20100601,000000,11396.6,11396.6,11396.6,11396.6,144274722
GheymatVazniAr,d,20100602,000000,11405.6,11405.6,11405.6,11405.6,150764101
GheymatVazniAr,d,20100606,000000,11385.3,11385.3,11385.3,11385.3,111317421
GheymatVazniAr,d,20100607,000000,11361.6,11361.6,11361.6,11361.6,88373743
GheymatVazniAr,d,20100608,000000,11337,11337,11337,11337,130087987
GheymatVazniAr,d,20100609,000000,11257.1,11257.1,11257.1,11257.1,80583466
GheymatVazniAr,d,20100612,000000,11300.9,11300.9,11300.9,11300.9,78776939
GheymatVazniAr,d,20100613,000000,11343.4,11343.4,11343.4,11343.4,88042616
GheymatVazniAr,d,20100614,000000,11427.4,11427.4,11427.4,11427.4,539241204
GheymatVazniAr,d,20100615,000000,11510.4,11510.4,11510.4,11510.4,162628537
GheymatVazniAr,d,20100616,000000,11492.4,11492.4,11492.4,11492.4,141011367
GheymatVazniAr,d,20100619,000000,11448.2,11448.2,11448.2,11448.2,271944703
GheymatVazniAr,d,20100620,000000,11332.7,11332.7,11332.7,11332.7,97414959
GheymatVazniAr,d,20100621,000000,11304.3,11304.3,11304.3,11304.3,124902925
GheymatVazniAr,d,20100622,000000,11377.9,11377.9,11377.9,11377.9,100895268
GheymatVazniAr,d,20100623,000000,11438.1,11438.1,11438.1,11438.1,126535593
GheymatVazniAr,d,20100627,000000,11445.1,11445.1,11445.1,11445.1,68766630
GheymatVazniAr,d,20100628,000000,11429.7,11429.7,11429.7,11429.7,93060624
GheymatVazniAr,d,20100629,000000,11463.7,11463.7,11463.7,11463.7,92812045
GheymatVazniAr,d,20100630,000000,11358,11358,11358,11358,94226759
GheymatVazniAr,d,20100703,000000,11362,11362,11362,11362,71509938
GheymatVazniAr,d,20100704,000000,11297,11297,11297,11297,69312000
GheymatVazniAr,d,20100705,000000,11333.5,11333.5,11333.5,11333.5,126680545
GheymatVazniAr,d,20100706,000000,11191.7,11191.7,11191.7,11191.7,104291836
GheymatVazniAr,d,20100707,000000,11301.6,11301.6,11301.6,11301.6,221410002
GheymatVazniAr,d,20100711,000000,11412.5,11412.5,11412.5,11412.5,156217156
GheymatVazniAr,d,20100712,000000,11473.1,11473.1,11473.1,11473.1,181273237
GheymatVazniAr,d,20100713,000000,11486.8,11486.8,11486.8,11486.8,154270740
GheymatVazniAr,d,20100714,000000,11516.7,11516.7,11516.7,11516.7,263952495
GheymatVazniAr,d,20100717,000000,11534.9,11534.9,11534.9,11534.9,204119849
GheymatVazniAr,d,20100718,000000,11558.8,11558.8,11558.8,11558.8,170702014
GheymatVazniAr,d,20100719,000000,11565,11565,11565,11565,135538012
GheymatVazniAr,d,20100720,000000,11592.8,11592.8,11592.8,11592.8,130644911
GheymatVazniAr,d,20100721,000000,11587.6,11587.6,11587.6,11587.6,209844084
GheymatVazniAr,d,20100724,000000,11516.6,11516.6,11516.6,11516.6,126104784
GheymatVazniAr,d,20100725,000000,11669,11669,11669,11669,155915397
GheymatVazniAr,d,20100726,000000,11696.1,11696.1,11696.1,11696.1,193696154
GheymatVazniAr,d,20100728,000000,11731.5,11731.5,11731.5,11731.5,121198972
GheymatVazniAr,d,20100731,000000,11713,11713,11713,11713,188574321
GheymatVazniAr,d,20100801,000000,11736.7,11736.7,11736.7,11736.7,130056489
GheymatVazniAr,d,20100802,000000,11891,11891,11891,11891,161570059
GheymatVazniAr,d,20100803,000000,12042.3,12042.3,12042.3,12042.3,217274485
GheymatVazniAr,d,20100804,000000,12068.7,12068.7,12068.7,12068.7,197968813
GheymatVazniAr,d,20100807,000000,12281.7,12281.7,12281.7,12281.7,199898007
GheymatVazniAr,d,20100808,000000,12296.5,12296.5,12296.5,12296.5,174075062
GheymatVazniAr,d,20100809,000000,12332,12332,12332,12332,180966998
GheymatVazniAr,d,20100810,000000,12455.5,12455.5,12455.5,12455.5,202845515
GheymatVazniAr,d,20100811,000000,12487.9,12487.9,12487.9,12487.9,283231794
GheymatVazniAr,d,20100814,000000,12391.4,12391.4,12391.4,12391.4,235826627
GheymatVazniAr,d,20100815,000000,12271.1,12271.1,12271.1,12271.1,133787053
GheymatVazniAr,d,20100816,000000,12319.1,12319.1,12319.1,12319.1,190945969
GheymatVazniAr,d,20100817,000000,12425.5,12425.5,12425.5,12425.5,163559197
GheymatVazniAr,d,20100818,000000,12497.6,12497.6,12497.6,12497.6,200700968
GheymatVazniAr,d,20100821,000000,12472.1,12472.1,12472.1,12472.1,177878606
GheymatVazniAr,d,20100822,000000,12459.7,12459.7,12459.7,12459.7,124890241
GheymatVazniAr,d,20100823,000000,12563.1,12563.1,12563.1,12563.1,158467809
GheymatVazniAr,d,20100824,000000,12589.6,12589.6,12589.6,12589.6,257302674
GheymatVazniAr,d,20100825,000000,12647.9,12647.9,12647.9,12647.9,198204373
GheymatVazniAr,d,20100828,000000,12771.5,12771.5,12771.5,12771.5,353839003
GheymatVazniAr,d,20100829,000000,13041,13041,13041,13041,279890002
GheymatVazniAr,d,20100830,000000,13166.5,13166.5,13166.5,13166.5,328658716
GheymatVazniAr,d,20100831,000000,13179.7,13179.7,13179.7,13179.7,762792874
GheymatVazniAr,d,20100904,000000,13444.2,13444.2,13444.2,13444.2,254639195
GheymatVazniAr,d,20100905,000000,13678.8,13678.8,13678.8,13678.8,349117302
GheymatVazniAr,d,20100906,000000,13687.9,13687.9,13687.9,13687.9,272007273
GheymatVazniAr,d,20100907,000000,13549.4,13549.4,13549.4,13549.4,749011642
GheymatVazniAr,d,20100908,000000,13528.2,13528.2,13528.2,13528.2,432572997
GheymatVazniAr,d,20100912,000000,13604.2,13604.2,13604.2,13604.2,124547605
GheymatVazniAr,d,20100913,000000,13604.5,13604.5,13604.5,13604.5,183397547
GheymatVazniAr,d,20100914,000000,13611.6,13611.6,13611.6,13611.6,128792738
GheymatVazniAr,d,20100915,000000,13620.5,13620.5,13620.5,13620.5,128918681
GheymatVazniAr,d,20100918,000000,13695.2,13695.2,13695.2,13695.2,176672861
GheymatVazniAr,d,20100919,000000,13571,13571,13571,13571,169994325
GheymatVazniAr,d,20100920,000000,13435.5,13435.5,13435.5,13435.5,167001449
GheymatVazniAr,d,20100921,000000,13516.1,13516.1,13516.1,13516.1,140169040
GheymatVazniAr,d,20100922,000000,13615.6,13615.6,13615.6,13615.6,124332192
GheymatVazniAr,d,20100925,000000,13707,13707,13707,13707,155012931
GheymatVazniAr,d,20100926,000000,13600.5,13600.5,13600.5,13600.5,122360917
GheymatVazniAr,d,20100927,000000,13510.8,13510.8,13510.8,13510.8,202247194
GheymatVazniAr,d,20100928,000000,13605.7,13605.7,13605.7,13605.7,196762108
GheymatVazniAr,d,20100929,000000,13705.6,13705.6,13705.6,13705.6,147237009
GheymatVazniAr,d,20101002,000000,13792.7,13792.7,13792.7,13792.7,147159076
GheymatVazniAr,d,20101003,000000,13772,13772,13772,13772,179053662
GheymatVazniAr,d,20101005,000000,13763,13763,13763,13763,119992838
GheymatVazniAr,d,20101006,000000,13852.2,13852.2,13852.2,13852.2,156677120
GheymatVazniAr,d,20101009,000000,13900.1,13900.1,13900.1,13900.1,172059339
GheymatVazniAr,d,20101010,000000,13682.8,13682.8,13682.8,13682.8,163737388
GheymatVazniAr,d,20101011,000000,13625.8,13625.8,13625.8,13625.8,128700185
GheymatVazniAr,d,20101012,000000,13419.9,13419.9,13419.9,13419.9,163840241
