<Ticker>,<Per>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>
price_usd_nerkhapi,d,20171226,000000,41760,41900,41760,41760
price_usd_nerkhapi,d,20171227,000000,41770,41870,41770,41870
price_usd_nerkhapi,d,20171230,000000,42090,42090,42090,42090
price_usd_nerkhapi,d,20180101,000000,42780,42780,42780,42780
price_usd_nerkhapi,d,20180102,000000,42750,42940,42750,42940
price_usd_nerkhapi,d,20180103,000000,43530,43580,43530,43530
price_usd_nerkhapi,d,20180104,000000,43300,43300,43300,43300
price_usd_nerkhapi,d,20180106,000000,42890,43000,42890,42890
price_usd_nerkhapi,d,20180107,000000,43240,43240,43240,43240
price_usd_nerkhapi,d,20180108,000000,43790,43790,43790,43790
price_usd_nerkhapi,d,20180109,000000,43390,43390,43390,43390
price_usd_nerkhapi,d,20180110,000000,43440,43640,43440,43640
price_usd_nerkhapi,d,20180111,000000,43700,44040,43700,44040
price_usd_nerkhapi,d,20180113,000000,43590,43600,43590,43590
price_usd_nerkhapi,d,20180114,000000,43800,44140,43800,44140
price_usd_nerkhapi,d,20180115,000000,43790,43790,43790,43790
price_usd_nerkhapi,d,20180116,000000,43980,43980,43980,43980
price_usd_nerkhapi,d,20180118,000000,44100,44340,44100,44340
price_usd_nerkhapi,d,20180120,000000,44940,44940,44940,44940
price_usd_nerkhapi,d,20180123,000000,45530,45530,45530,45530
price_usd_nerkhapi,d,20180124,000000,45440,45440,45440,45440
price_usd_nerkhapi,d,20180125,000000,45340,45340,45340,45340
price_usd_nerkhapi,d,20180127,000000,45070,45250,45070,45070
price_usd_nerkhapi,d,20180128,000000,45300,45340,45300,45300
price_usd_nerkhapi,d,20180129,000000,45590,45590,45590,45590
price_usd_nerkhapi,d,20180130,000000,45280,45280,45280,45280
price_usd_nerkhapi,d,20180131,000000,45490,45490,45490,45490
price_usd_nerkhapi,d,20180201,000000,45640,45690,45640,45640
price_usd_nerkhapi,d,20180203,000000,45710,45800,45710,45710
price_usd_nerkhapi,d,20180204,000000,47040,47040,47040,47040
price_usd_nerkhapi,d,20180206,000000,46290,46290,46290,46290
price_usd_nerkhapi,d,20180207,000000,46740,46740,46740,46740
price_usd_nerkhapi,d,20180208,000000,45450,45500,45450,45450
price_usd_nerkhapi,d,20180210,000000,45990,47040,45990,47040
price_usd_nerkhapi,d,20180212,000000,47790,47980,47790,47980
price_usd_nerkhapi,d,20180213,000000,48690,48980,48690,48690
price_usd_nerkhapi,d,20180214,000000,48080,48190,48080,48080
price_usd_nerkhapi,d,20180215,000000,47250,47340,47250,47250
price_usd_nerkhapi,d,20180217,000000,46580,47070,46580,46580
price_usd_nerkhapi,d,20180218,000000,45940,46480,45940,45940
price_usd_nerkhapi,d,20180219,000000,45630,45880,45630,45630
price_usd_nerkhapi,d,20180221,000000,45140,45310,45140,45140
price_usd_nerkhapi,d,20180222,000000,45000,45000,45000,45000
price_usd_nerkhapi,d,20180224,000000,44790,44790,44790,44790
price_usd_nerkhapi,d,20180225,000000,44770,44770,44770,44770
price_usd_nerkhapi,d,20180226,000000,44760,44760,44760,44760
price_usd_nerkhapi,d,20180227,000000,44710,44710,44710,44710
price_usd_nerkhapi,d,20180228,000000,44670,44670,44670,44670
price_usd_nerkhapi,d,20180301,000000,44640,44640,44640,44640
price_usd_nerkhapi,d,20180303,000000,44610,44610,44610,44610
price_usd_nerkhapi,d,20180305,000000,44550,44640,44550,44640
price_usd_nerkhapi,d,20180306,000000,44840,44840,44840,44840
price_usd_nerkhapi,d,20180307,000000,44980,44980,44980,44980
price_usd_nerkhapi,d,20180308,000000,44970,44970,44970,44970
price_usd_nerkhapi,d,20180310,000000,44990,44990,44990,44990
price_usd_nerkhapi,d,20180312,000000,44980,48000,44980,47800
price_usd_nerkhapi,d,20180313,000000,47790,47790,47790,47790
price_usd_nerkhapi,d,20180314,000000,47940,48040,47940,47940
price_usd_nerkhapi,d,20180315,000000,47790,47840,47790,47790
price_usd_nerkhapi,d,20180318,000000,47640,47640,47640,47640
price_usd_nerkhapi,d,20180319,000000,47730,47730,47730,47730
price_usd_nerkhapi,d,20180403,000000,49850,51450,49850,50540
price_usd_nerkhapi,d,20180404,000000,50050,50560,50050,50560
price_usd_nerkhapi,d,20180405,000000,50400,50940,50400,50940
price_usd_nerkhapi,d,20180407,000000,50700,51850,50700,51710
price_usd_nerkhapi,d,20180408,000000,52080,55680,52080,55400
price_usd_nerkhapi,d,20180409,000000,57500,60480,57500,58200
price_usd_nerkhapi,d,20180411,000000,42000,42000,42000,42000
price_usd_nerkhapi,d,20180913,000000,137210,137650,137210,137650
price_usd_nerkhapi,d,20180915,000000,135450,139440,135450,137920
price_usd_nerkhapi,d,20180916,000000,139440,147910,139440,141980
price_usd_nerkhapi,d,20180917,000000,140180,143440,140180,143100
price_usd_nerkhapi,d,20180918,000000,142640,145750,142640,144400
price_usd_nerkhapi,d,20180919,000000,145100,145390,145100,145290
price_usd_nerkhapi,d,20180922,000000,141980,145820,141980,145660
price_usd_nerkhapi,d,20180923,000000,140510,153400,140510,147880
price_usd_nerkhapi,d,20180924,000000,149320,161950,149320,159210
price_usd_nerkhapi,d,20180925,000000,155810,171300,155810,167330
price_usd_nerkhapi,d,20180926,000000,161430,193560,161430,187630
price_usd_nerkhapi,d,20180927,000000,168320,186300,168320,178790
price_usd_nerkhapi,d,20180929,000000,163840,178020,163840,173420
price_usd_nerkhapi,d,20180930,000000,156110,174540,156110,169810
price_usd_nerkhapi,d,20181001,000000,150270,172850,150270,150270
price_usd_nerkhapi,d,20181002,000000,121000,138000,121000,121000
price_usd_nerkhapi,d,20181016,000000,142845,142845,142845,142845
price_usd_nerkhapi,d,20181017,000000,140405,140405,140405,140405
price_usd_nerkhapi,d,20181018,000000,139742,139742,139742,139742
price_usd_nerkhapi,d,20181019,000000,139275,139275,139275,139275
price_usd_nerkhapi,d,20181020,000000,136170,136170,136170,136170
price_usd_nerkhapi,d,20181021,000000,140165,140165,140165,140165
price_usd_nerkhapi,d,20181022,000000,140092,140092,140092,140092
price_usd_nerkhapi,d,20181023,000000,138137,138137,138137,138137
price_usd_nerkhapi,d,20181024,000000,138260,138260,138260,138260
price_usd_nerkhapi,d,20181025,000000,138224,138224,138224,138224
price_usd_nerkhapi,d,20181026,000000,137404,137404,137404,137404
price_usd_nerkhapi,d,20181027,000000,142243,142243,142243,142243
price_usd_nerkhapi,d,20181028,000000,145751,145751,145751,145751
price_usd_nerkhapi,d,20181029,000000,147678,147678,147678,147678
price_usd_nerkhapi,d,20181030,000000,148347,148347,148347,148347
price_usd_nerkhapi,d,20181031,000000,152510,152510,152510,152510
price_usd_nerkhapi,d,20181101,000000,144285,144285,144285,144285
price_usd_nerkhapi,d,20181102,000000,144732,144732,144732,144732
price_usd_nerkhapi,d,20181103,000000,144469,144469,144469,144469
price_usd_nerkhapi,d,20181104,000000,148903,148903,148903,148903
price_usd_nerkhapi,d,20181105,000000,147999,147999,147999,147999
price_usd_nerkhapi,d,20181106,000000,146611,146611,146611,146611
price_usd_nerkhapi,d,20181107,000000,146943,146943,146943,146943
price_usd_nerkhapi,d,20181108,000000,146899,146899,146899,146899
price_usd_nerkhapi,d,20181109,000000,146670,146670,146670,146670
price_usd_nerkhapi,d,20181110,000000,144010,144010,144010,144010
price_usd_nerkhapi,d,20181111,000000,140526,140526,140526,140526
price_usd_nerkhapi,d,20181112,000000,138862,138862,138862,138862
price_usd_nerkhapi,d,20181113,000000,134960,134960,134960,134960
price_usd_nerkhapi,d,20181114,000000,130061,130061,130061,130061
price_usd_nerkhapi,d,20181115,000000,125099,125099,125099,125099
price_usd_nerkhapi,d,20181116,000000,125340,125340,125340,125340
price_usd_nerkhapi,d,20181117,000000,129578,129578,129578,129578
price_usd_nerkhapi,d,20181118,000000,135053,135053,135053,135053
price_usd_nerkhapi,d,20181119,000000,131230,131230,131230,131230
price_usd_nerkhapi,d,20181120,000000,132468,132468,132468,132468
price_usd_nerkhapi,d,20181121,000000,130949,130949,130949,130949
price_usd_nerkhapi,d,20181122,000000,127925,127925,127925,127925
price_usd_nerkhapi,d,20181123,000000,128232,128232,128232,128232
price_usd_nerkhapi,d,20181124,000000,127073,127073,127073,127073
price_usd_nerkhapi,d,20181125,000000,127073,127073,127073,127073
price_usd_nerkhapi,d,20181126,000000,125066,125066,125066,125066
price_usd_nerkhapi,d,20181127,000000,122127,122127,122127,122127
price_usd_nerkhapi,d,20181128,000000,115060,115060,115060,115060
price_usd_nerkhapi,d,20181129,000000,117068,117068,117068,117068
price_usd_nerkhapi,d,20181130,000000,117543,117543,117543,117543
price_usd_nerkhapi,d,20181201,000000,115004,115004,115004,115004
price_usd_nerkhapi,d,20181202,000000,121985,121985,121985,121985
price_usd_nerkhapi,d,20181203,000000,115812,115812,115812,115812
price_usd_nerkhapi,d,20181204,000000,117450,117450,117450,117450
price_usd_nerkhapi,d,20181205,000000,116120,116120,116120,116120
price_usd_nerkhapi,d,20181206,000000,117975,117975,117975,117975
price_usd_nerkhapi,d,20181207,000000,117663,117663,117663,117663
price_usd_nerkhapi,d,20181208,000000,117004,117004,117004,117004
price_usd_nerkhapi,d,20181209,000000,114016,114016,114016,114016
price_usd_nerkhapi,d,20181210,000000,111522,111522,111522,111522
price_usd_nerkhapi,d,20181211,000000,106097,106097,106097,106097
price_usd_nerkhapi,d,20181212,000000,105349,105349,105349,105349
price_usd_nerkhapi,d,20181213,000000,107401,107401,107401,107401
price_usd_nerkhapi,d,20181214,000000,107228,107228,107228,107228
price_usd_nerkhapi,d,20181215,000000,103520,103520,103520,103520
price_usd_nerkhapi,d,20181216,000000,102503,102503,102503,102503
price_usd_nerkhapi,d,20181217,000000,102853,102853,102853,102853
price_usd_nerkhapi,d,20181218,000000,103016,103016,103016,103016
price_usd_nerkhapi,d,20181219,000000,103126,103126,103126,103126
price_usd_nerkhapi,d,20181220,000000,103258,103258,103258,103258
price_usd_nerkhapi,d,20181221,000000,103870,103870,103870,103870
price_usd_nerkhapi,d,20181222,000000,104125,104125,104125,104125
price_usd_nerkhapi,d,20181223,000000,106103,106103,106103,106103
price_usd_nerkhapi,d,20181224,000000,107490,107490,107490,107490
price_usd_nerkhapi,d,20181225,000000,119693,119693,119693,119693
price_usd_nerkhapi,d,20181226,000000,118191,118191,118191,118191
price_usd_nerkhapi,d,20181227,000000,112912,112912,112912,112912
price_usd_nerkhapi,d,20181228,000000,113803,113803,113803,113803
price_usd_nerkhapi,d,20181229,000000,109946,109946,109946,109946
price_usd_nerkhapi,d,20181230,000000,111956,111956,111956,111956
price_usd_nerkhapi,d,20181231,000000,114024,114024,114024,114024
price_usd_nerkhapi,d,20190101,000000,112924,112924,112924,112924
price_usd_nerkhapi,d,20190102,000000,110528,110528,110528,110528
price_usd_nerkhapi,d,20190103,000000,111720,111720,111720,111720
price_usd_nerkhapi,d,20190104,000000,111593,111593,111593,111593
price_usd_nerkhapi,d,20190105,000000,109995,109995,109995,109995
price_usd_nerkhapi,d,20190106,000000,109937,109937,109937,109937
price_usd_nerkhapi,d,20190107,000000,113177,113177,113177,113177
price_usd_nerkhapi,d,20190108,000000,112937,112937,112937,112937
price_usd_nerkhapi,d,20190109,000000,112354,112354,112354,112354
price_usd_nerkhapi,d,20190110,000000,115197,115197,115197,115197
price_usd_nerkhapi,d,20190111,000000,115542,115542,115542,115542
price_usd_nerkhapi,d,20190112,000000,119998,119998,119998,119998
price_usd_nerkhapi,d,20190113,000000,116110,116110,116110,116110
price_usd_nerkhapi,d,20190114,000000,115871,115871,115871,115871
price_usd_nerkhapi,d,20190115,000000,117536,117536,117536,117536
price_usd_nerkhapi,d,20190116,000000,118885,118885,118885,118885
price_usd_nerkhapi,d,20190117,000000,119037,119037,119037,119037
price_usd_nerkhapi,d,20190118,000000,119326,119326,119326,119326
price_usd_nerkhapi,d,20190119,000000,119494,119494,119494,119494
price_usd_nerkhapi,d,20190120,000000,121924,121924,121924,121924
price_usd_nerkhapi,d,20190121,000000,121835,121835,121835,121835
price_usd_nerkhapi,d,20190122,000000,119787,119787,119787,119787
price_usd_nerkhapi,d,20190123,000000,119622,119622,119622,119622
price_usd_nerkhapi,d,20190124,000000,120220,120220,120220,120220
price_usd_nerkhapi,d,20190125,000000,119446,119446,119446,119446
price_usd_nerkhapi,d,20190126,000000,121836,121836,121836,121836
price_usd_nerkhapi,d,20190127,000000,122821,122821,122821,122821
price_usd_nerkhapi,d,20190128,000000,122748,122748,122748,122748
price_usd_nerkhapi,d,20190129,000000,124934,124934,124934,124934
price_usd_nerkhapi,d,20190130,000000,121947,121947,121947,121947
price_usd_nerkhapi,d,20190131,000000,122553,122553,122553,122553
price_usd_nerkhapi,d,20190201,000000,122090,122090,122090,122090
price_usd_nerkhapi,d,20190202,000000,112968,112968,112968,112968
price_usd_nerkhapi,d,20190203,000000,116941,116941,116941,116941
price_usd_nerkhapi,d,20190204,000000,118979,118979,118979,118979
price_usd_nerkhapi,d,20190205,000000,122153,122153,122153,122153
price_usd_nerkhapi,d,20190206,000000,121744,121744,121744,121744
price_usd_nerkhapi,d,20190207,000000,120826,120826,120826,120826
price_usd_nerkhapi,d,20190208,000000,121149,121149,121149,121149
price_usd_nerkhapi,d,20190209,000000,121018,121018,121018,121018
price_usd_nerkhapi,d,20190210,000000,122605,122605,122605,122605
price_usd_nerkhapi,d,20190211,000000,122893,122893,122893,122893
price_usd_nerkhapi,d,20190212,000000,122261,122261,122261,122261
price_usd_nerkhapi,d,20190213,000000,124756,124756,124756,124756
price_usd_nerkhapi,d,20190214,000000,122932,122932,122932,122932
price_usd_nerkhapi,d,20190215,000000,122556,122556,122556,122556
price_usd_nerkhapi,d,20190216,000000,123960,123960,123960,123960
price_usd_nerkhapi,d,20190217,000000,127003,127003,127003,127003
price_usd_nerkhapi,d,20190218,000000,131167,131167,131167,131167
price_usd_nerkhapi,d,20190219,000000,132393,132393,132393,132393
price_usd_nerkhapi,d,20190220,000000,137939,137939,137939,137939
price_usd_nerkhapi,d,20190221,000000,135734,135734,135734,135734
price_usd_nerkhapi,d,20190222,000000,135426,135426,135426,135426
price_usd_nerkhapi,d,20190223,000000,137934,137934,137934,137934
price_usd_nerkhapi,d,20190224,000000,139432,139432,139432,139432
price_usd_nerkhapi,d,20190225,000000,136420,136420,136420,136420
price_usd_nerkhapi,d,20190226,000000,137294,137294,137294,137294
price_usd_nerkhapi,d,20190227,000000,136260,136260,136260,136260
price_usd_nerkhapi,d,20190228,000000,135776,135776,135776,135776
price_usd_nerkhapi,d,20190301,000000,135716,135716,135716,135716
price_usd_nerkhapi,d,20190302,000000,136479,136479,136479,136479
price_usd_nerkhapi,d,20190303,000000,133433,133433,133433,133433
price_usd_nerkhapi,d,20190304,000000,129667,129667,129667,129667
price_usd_nerkhapi,d,20190305,000000,134636,134636,134636,134636
price_usd_nerkhapi,d,20190306,000000,133047,133047,133047,133047
price_usd_nerkhapi,d,20190307,000000,132935,132935,132935,132935
price_usd_nerkhapi,d,20190308,000000,132370,132370,132370,132370
price_usd_nerkhapi,d,20190309,000000,133381,133381,133381,133381
price_usd_nerkhapi,d,20190310,000000,132426,132426,132426,132426
price_usd_nerkhapi,d,20190311,000000,131003,131003,131003,131003
price_usd_nerkhapi,d,20190312,000000,129792,129792,129792,129792
price_usd_nerkhapi,d,20190313,000000,132666,132666,132666,132666
price_usd_nerkhapi,d,20190314,000000,132974,132974,132974,132974
price_usd_nerkhapi,d,20190315,000000,133180,133180,133180,133180
price_usd_nerkhapi,d,20190316,000000,131674,131674,131674,131674
price_usd_nerkhapi,d,20190317,000000,130717,130717,130717,130717
price_usd_nerkhapi,d,20190318,000000,132516,132516,132516,132516
price_usd_nerkhapi,d,20190319,000000,134875,134875,134875,134875
price_usd_nerkhapi,d,20190320,000000,134015,134015,134015,134015
price_usd_nerkhapi,d,20190321,000000,135211,135211,135211,135211
price_usd_nerkhapi,d,20190322,000000,135079,135079,135079,135079
price_usd_nerkhapi,d,20190323,000000,135018,135018,135018,135018
price_usd_nerkhapi,d,20190324,000000,135018,135018,135018,135018
price_usd_nerkhapi,d,20190325,000000,133401,133401,133401,133401
price_usd_nerkhapi,d,20190326,000000,134140,134140,134140,134140
price_usd_nerkhapi,d,20190327,000000,136420,136420,136420,136420
price_usd_nerkhapi,d,20190328,000000,135396,135396,135396,135396
price_usd_nerkhapi,d,20190329,000000,135590,135590,135590,135590
price_usd_nerkhapi,d,20190330,000000,134626,134626,134626,134626
price_usd_nerkhapi,d,20190331,000000,136141,136141,136141,136141
price_usd_nerkhapi,d,20190401,000000,136197,136197,136197,136197
price_usd_nerkhapi,d,20190402,000000,135994,135994,135994,135994
price_usd_nerkhapi,d,20190403,000000,135996,135996,135996,135996
price_usd_nerkhapi,d,20190404,000000,134869,134869,134869,134869
price_usd_nerkhapi,d,20190405,000000,135051,135051,135051,135051
price_usd_nerkhapi,d,20190406,000000,136007,136007,136007,136007
price_usd_nerkhapi,d,20190407,000000,138011,138011,138011,138011
price_usd_nerkhapi,d,20190408,000000,143542,143542,143542,143542
price_usd_nerkhapi,d,20190411,000000,139622,139622,139622,139622
price_usd_nerkhapi,d,20190412,000000,139791,139791,139791,139791
price_usd_nerkhapi,d,20190413,000000,138619,138619,138619,138619
price_usd_nerkhapi,d,20190414,000000,138132,138132,138132,138132
price_usd_nerkhapi,d,20190415,000000,139002,139002,139002,139002
price_usd_nerkhapi,d,20190416,000000,135430,136900,134040,135430
price_usd_nerkhapi,d,20190417,000000,137000,137000,137000,137000
price_usd_nerkhapi,d,20190418,000000,137000,137000,137000,137000
price_usd_nerkhapi,d,20190419,000000,137000,137000,137000,137000
price_usd_nerkhapi,d,20190420,000000,137000,137000,137000,137000
price_usd_nerkhapi,d,20190421,000000,137000,137000,137000,137000
price_usd_nerkhapi,d,20190422,000000,140500,140500,140500,140500
price_usd_nerkhapi,d,20190423,000000,140000,140000,140000,140000
price_usd_nerkhapi,d,20190424,000000,140000,140000,140000,140000
price_usd_nerkhapi,d,20190425,000000,141500,141500,141500,141500
price_usd_nerkhapi,d,20190426,000000,141500,141500,141500,141500
price_usd_nerkhapi,d,20190427,000000,143500,143500,143500,143500
price_usd_nerkhapi,d,20190428,000000,144000,144000,144000,144000
price_usd_nerkhapi,d,20190429,000000,144000,144000,144000,144000
price_usd_nerkhapi,d,20190430,000000,143500,143500,143500,143500
price_usd_nerkhapi,d,20190501,000000,146000,146000,146000,146000
price_usd_nerkhapi,d,20190502,000000,147000,147000,147000,147000
price_usd_nerkhapi,d,20190503,000000,147000,147000,147000,147000
price_usd_nerkhapi,d,20190504,000000,149500,149500,149500,149500
price_usd_nerkhapi,d,20190505,000000,148000,148000,148000,148000
price_usd_nerkhapi,d,20190506,000000,150500,150500,150500,150500
price_usd_nerkhapi,d,20190507,000000,153000,153000,153000,153000
price_usd_nerkhapi,d,20190508,000000,155000,155000,155000,155000
price_usd_nerkhapi,d,20190509,000000,156500,156500,156500,156500
price_usd_nerkhapi,d,20190510,000000,156500,156500,156500,156500
price_usd_nerkhapi,d,20190511,000000,152000,152000,152000,152000
price_usd_nerkhapi,d,20190512,000000,149000,149000,149000,149000
price_usd_nerkhapi,d,20190513,000000,151000,151000,151000,151000
price_usd_nerkhapi,d,20190514,000000,152000,152000,152000,152000
price_usd_nerkhapi,d,20190515,000000,149000,149000,149000,149000
price_usd_nerkhapi,d,20190516,000000,147500,147500,147500,147500
price_usd_nerkhapi,d,20190517,000000,147500,147500,147500,147500
price_usd_nerkhapi,d,20190518,000000,146500,146500,146500,146500
price_usd_nerkhapi,d,20190519,000000,144500,144500,144500,144500
price_usd_nerkhapi,d,20190520,000000,141000,141000,141000,141000
price_usd_nerkhapi,d,20190521,000000,143000,143000,143000,143000
price_usd_nerkhapi,d,20190522,000000,144500,144500,144500,144500
price_usd_nerkhapi,d,20190523,000000,142000,142000,142000,142000
price_usd_nerkhapi,d,20190524,000000,142000,142000,142000,142000
price_usd_nerkhapi,d,20190525,000000,142000,142000,142000,142000
price_usd_nerkhapi,d,20190526,000000,142500,142500,142500,142500
price_usd_nerkhapi,d,20190527,000000,142500,142500,142500,142500
price_usd_nerkhapi,d,20190528,000000,137500,137500,137500,137500
price_usd_nerkhapi,d,20190529,000000,137000,137000,137000,137000
price_usd_nerkhapi,d,20190530,000000,138000,138000,138000,138000
price_usd_nerkhapi,d,20190531,000000,138000,138000,138000,138000
price_usd_nerkhapi,d,20190601,000000,137000,137000,137000,137000
price_usd_nerkhapi,d,20190602,000000,134500,134500,134500,134500
price_usd_nerkhapi,d,20190603,000000,133500,133500,133500,133500
price_usd_nerkhapi,d,20190604,000000,133500,133500,133500,133500
price_usd_nerkhapi,d,20190605,000000,133500,133500,133500,133500
price_usd_nerkhapi,d,20190606,000000,133500,133500,133500,133500
price_usd_nerkhapi,d,20190607,000000,133500,133500,133500,133500
price_usd_nerkhapi,d,20190608,000000,131500,131500,131500,131500
price_usd_nerkhapi,d,20190609,000000,128500,128500,128500,128500
price_usd_nerkhapi,d,20190610,000000,132000,132000,132000,132000
price_usd_nerkhapi,d,20190611,000000,131500,131500,131500,131500
price_usd_nerkhapi,d,20190612,000000,131500,131500,131500,131500
price_usd_nerkhapi,d,20190613,000000,136500,136500,136500,136500
price_usd_nerkhapi,d,20190614,000000,136500,136500,136500,136500
price_usd_nerkhapi,d,20190615,000000,136000,136000,136000,136000
price_usd_nerkhapi,d,20190616,000000,137500,137500,137500,137500
price_usd_nerkhapi,d,20190617,000000,135500,135500,135500,135500
price_usd_nerkhapi,d,20190618,000000,133000,133000,133000,133000
price_usd_nerkhapi,d,20190619,000000,134000,134000,134000,134000
price_usd_nerkhapi,d,20190620,000000,134500,134500,134500,134500
price_usd_nerkhapi,d,20190621,000000,134500,134500,134500,134500
price_usd_nerkhapi,d,20190622,000000,132000,132000,132000,132000
price_usd_nerkhapi,d,20190623,000000,134000,134000,134000,134000
price_usd_nerkhapi,d,20190624,000000,134000,134000,134000,134000
price_usd_nerkhapi,d,20190625,000000,133000,133000,133000,133000
price_usd_nerkhapi,d,20190626,000000,132500,132500,132500,132500
price_usd_nerkhapi,d,20190627,000000,132500,132500,132500,132500
price_usd_nerkhapi,d,20190628,000000,132500,132500,132500,132500
price_usd_nerkhapi,d,20190629,000000,132500,132500,132500,132500
price_usd_nerkhapi,d,20190630,000000,129500,129500,129500,129500
price_usd_nerkhapi,d,20190701,000000,130500,130500,130500,130500
price_usd_nerkhapi,d,20190702,000000,130000,130000,130000,130000
price_usd_nerkhapi,d,20190703,000000,130500,130500,130500,130500
price_usd_nerkhapi,d,20190704,000000,131500,131500,131500,131500
price_usd_nerkhapi,d,20190705,000000,131500,131500,131500,131500
price_usd_nerkhapi,d,20190706,000000,133000,133000,133000,133000
price_usd_nerkhapi,d,20190707,000000,130500,130500,130500,130500
price_usd_nerkhapi,d,20190708,000000,129500,129500,129500,129500
price_usd_nerkhapi,d,20190709,000000,129500,129500,129500,129500
price_usd_nerkhapi,d,20190710,000000,130000,130000,130000,130000
price_usd_nerkhapi,d,20190711,000000,129500,129500,129500,129500
price_usd_nerkhapi,d,20190712,000000,129500,129500,129500,129500
price_usd_nerkhapi,d,20190713,000000,126500,126500,126500,126500
price_usd_nerkhapi,d,20190714,000000,125500,125500,125500,125500
price_usd_nerkhapi,d,20190715,000000,122500,122500,122500,122500
price_usd_nerkhapi,d,20190716,000000,119000,119000,119000,119000
price_usd_nerkhapi,d,20190717,000000,119000,119000,119000,119000
price_usd_nerkhapi,d,20190718,000000,120000,120000,120000,120000
price_usd_nerkhapi,d,20190719,000000,120000,120000,120000,120000
price_usd_nerkhapi,d,20190720,000000,119500,119500,119500,119500
price_usd_nerkhapi,d,20190721,000000,121500,121500,121500,121500
price_usd_nerkhapi,d,20190722,000000,123500,123500,123500,123500
price_usd_nerkhapi,d,20190723,000000,126500,126500,126500,126500
price_usd_nerkhapi,d,20190724,000000,121000,121000,121000,121000
price_usd_nerkhapi,d,20190725,000000,119500,119500,119500,119500
price_usd_nerkhapi,d,20190726,000000,119500,119500,119500,119500
price_usd_nerkhapi,d,20190727,000000,123000,123000,123000,123000
price_usd_nerkhapi,d,20190728,000000,121000,121000,121000,121000
price_usd_nerkhapi,d,20190729,000000,121500,121500,121500,121500
price_usd_nerkhapi,d,20190730,000000,121000,121000,121000,121000
price_usd_nerkhapi,d,20190731,000000,120000,120000,120000,120000
price_usd_nerkhapi,d,20190801,000000,121000,121000,121000,121000
price_usd_nerkhapi,d,20190802,000000,121000,121000,121000,121000
price_usd_nerkhapi,d,20190803,000000,120300,120300,120300,120300
price_usd_nerkhapi,d,20190804,000000,119500,119500,119500,119500
price_usd_nerkhapi,d,20190805,000000,120300,120300,120300,120300
price_usd_nerkhapi,d,20190806,000000,120000,120000,120000,120000
price_usd_nerkhapi,d,20190807,000000,120300,120300,120300,120300
price_usd_nerkhapi,d,20190808,000000,119800,119800,119800,119800
price_usd_nerkhapi,d,20190809,000000,119800,119800,119800,119800
price_usd_nerkhapi,d,20190810,000000,118500,118500,118500,118500
price_usd_nerkhapi,d,20190811,000000,118000,118000,118000,118000
price_usd_nerkhapi,d,20190812,000000,118000,118000,118000,118000
price_usd_nerkhapi,d,20190813,000000,118000,118000,118000,118000
price_usd_nerkhapi,d,20190814,000000,117500,117500,117500,117500
price_usd_nerkhapi,d,20190815,000000,117800,117800,117800,117800
price_usd_nerkhapi,d,20190816,000000,117800,117800,117800,117800
price_usd_nerkhapi,d,20190817,000000,118500,118500,118500,118500
price_usd_nerkhapi,d,20190818,000000,117800,117800,117800,117800
price_usd_nerkhapi,d,20190819,000000,117500,117500,117500,117500
price_usd_nerkhapi,d,20190820,000000,117500,117500,117500,117500
price_usd_nerkhapi,d,20190821,000000,117500,117500,117500,117500
price_usd_nerkhapi,d,20190822,000000,117300,117300,117300,117300
price_usd_nerkhapi,d,20190823,000000,117300,117300,117300,117300
price_usd_nerkhapi,d,20190824,000000,116600,116600,116600,116600
price_usd_nerkhapi,d,20190825,000000,114000,114000,114000,114000
price_usd_nerkhapi,d,20190826,000000,112000,112000,112000,112000
price_usd_nerkhapi,d,20190827,000000,112800,112800,112800,112800
price_usd_nerkhapi,d,20190828,000000,113000,113000,113000,113000
price_usd_nerkhapi,d,20190829,000000,113600,113600,113600,113600
price_usd_nerkhapi,d,20190830,000000,113600,113600,113600,113600
price_usd_nerkhapi,d,20190831,000000,115700,115700,115700,115700
price_usd_nerkhapi,d,20190901,000000,114000,114000,114000,114000
price_usd_nerkhapi,d,20190902,000000,114000,114000,114000,114000
price_usd_nerkhapi,d,20190903,000000,115200,115200,115200,115200
price_usd_nerkhapi,d,20190904,000000,114800,114800,114800,114800
price_usd_nerkhapi,d,20190905,000000,115300,115300,115300,115300
price_usd_nerkhapi,d,20190906,000000,115300,115300,115300,115300
price_usd_nerkhapi,d,20190907,000000,116800,116800,116800,116800
price_usd_nerkhapi,d,20190908,000000,117000,117000,117000,117000
price_usd_nerkhapi,d,20190909,000000,117000,117000,117000,117000
price_usd_nerkhapi,d,20190910,000000,117000,117000,117000,117000
price_usd_nerkhapi,d,20190911,000000,116300,116300,116300,116300
price_usd_nerkhapi,d,20190912,000000,115000,115000,115000,115000
price_usd_nerkhapi,d,20190913,000000,115000,115000,115000,115000
price_usd_nerkhapi,d,20190914,000000,114000,114000,114000,114000
price_usd_nerkhapi,d,20190915,000000,113800,113800,113800,113800
price_usd_nerkhapi,d,20190916,000000,115500,115500,115500,115500
price_usd_nerkhapi,d,20190917,000000,115000,115000,115000,115000
price_usd_nerkhapi,d,20190918,000000,116000,116000,116000,116000
price_usd_nerkhapi,d,20190919,000000,116200,116200,116200,116200
price_usd_nerkhapi,d,20190920,000000,116200,116200,116200,116200
