<Ticker>,<Per>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>
price_usd_nerkhapi,d,20220213,000000,272500,272500,272500,272500
price_usd_nerkhapi,d,20220214,000000,272500,272500,272500,272500
price_usd_nerkhapi,d,20220215,000000,273200,273200,273200,273200
price_usd_nerkhapi,d,20220216,000000,268500,268500,268500,268500
price_usd_nerkhapi,d,20220217,000000,265500,265500,265500,265500
price_usd_nerkhapi,d,20220218,000000,265500,265500,265500,265500
price_usd_nerkhapi,d,20220219,000000,262300,262300,262300,262300
price_usd_nerkhapi,d,20220220,000000,257500,257500,257500,257500
price_usd_nerkhapi,d,20220221,000000,261400,261400,261400,261400
price_usd_nerkhapi,d,20220222,000000,263300,263300,263300,263300
price_usd_nerkhapi,d,20220223,000000,262500,262500,262500,262500
price_usd_nerkhapi,d,20220224,000000,264000,264000,264000,264000
price_usd_nerkhapi,d,20220225,000000,264000,264000,264000,264000
price_usd_nerkhapi,d,20220226,000000,263300,263300,263300,263300
price_usd_nerkhapi,d,20220227,000000,263300,263300,263300,263300
price_usd_nerkhapi,d,20220228,000000,262300,262300,262300,262300
price_usd_nerkhapi,d,20220301,000000,262300,262300,262300,262300
price_usd_nerkhapi,d,20220302,000000,262600,262600,262600,262600
price_usd_nerkhapi,d,20220303,000000,262300,262300,262300,262300
price_usd_nerkhapi,d,20220304,000000,262300,262300,262300,262300
price_usd_nerkhapi,d,20220305,000000,258300,258300,258300,258300
price_usd_nerkhapi,d,20220306,000000,256000,256000,256000,256000
price_usd_nerkhapi,d,20220307,000000,259800,259800,259800,259800
price_usd_nerkhapi,d,20220308,000000,263500,263500,263500,263500
price_usd_nerkhapi,d,20220309,000000,258000,258000,258000,258000
price_usd_nerkhapi,d,20220310,000000,258300,258300,258300,258300
price_usd_nerkhapi,d,20220311,000000,258300,258300,258300,258300
price_usd_nerkhapi,d,20220312,000000,260200,260200,260200,260200
price_usd_nerkhapi,d,20220313,000000,264700,264700,264700,264700
price_usd_nerkhapi,d,20220314,000000,263000,263000,263000,263000
price_usd_nerkhapi,d,20220315,000000,266200,266200,266200,266200
price_usd_nerkhapi,d,20220316,000000,264600,264600,264600,264600
price_usd_nerkhapi,d,20220317,000000,262800,262800,262800,262800
price_usd_nerkhapi,d,20220318,000000,262800,262800,262800,262800
price_usd_nerkhapi,d,20220319,000000,263000,263000,263000,263000
price_usd_nerkhapi,d,20220320,000000,263000,263000,263000,263000
price_usd_nerkhapi,d,20220321,000000,263000,263000,263000,263000
price_usd_nerkhapi,d,20220322,000000,263000,263000,263000,263000
price_usd_nerkhapi,d,20220323,000000,263000,263000,263000,263000
price_usd_nerkhapi,d,20220324,000000,263000,263000,263000,263000
price_usd_nerkhapi,d,20220325,000000,263000,263000,263000,263000
price_usd_nerkhapi,d,20220326,000000,263200,263200,263200,263200
price_usd_nerkhapi,d,20220327,000000,263000,263000,263000,263000
price_usd_nerkhapi,d,20220328,000000,266000,266000,266000,266000
price_usd_nerkhapi,d,20220329,000000,270800,270800,270800,270800
price_usd_nerkhapi,d,20220330,000000,269500,269500,269500,269500
price_usd_nerkhapi,d,20220331,000000,271000,271000,271000,271000
price_usd_nerkhapi,d,20220401,000000,271000,271000,271000,271000
price_usd_nerkhapi,d,20220402,000000,270500,270500,270500,270500
price_usd_nerkhapi,d,20220403,000000,269300,269300,269300,269300
price_usd_nerkhapi,d,20220404,000000,272000,272000,272000,272000
price_usd_nerkhapi,d,20220405,000000,276500,276500,276500,276500
price_usd_nerkhapi,d,20220406,000000,274000,274000,274000,274000
price_usd_nerkhapi,d,20220407,000000,276500,276500,276500,276500
price_usd_nerkhapi,d,20220408,000000,276500,276500,276500,276500
price_usd_nerkhapi,d,20220409,000000,277800,277800,277800,277800
price_usd_nerkhapi,d,20220410,000000,280000,280000,280000,280000
price_usd_nerkhapi,d,20220411,000000,280800,280800,280800,280800
price_usd_nerkhapi,d,20220412,000000,281500,281500,281500,281500
price_usd_nerkhapi,d,20220413,000000,278000,278000,278000,278000
price_usd_nerkhapi,d,20220414,000000,275300,275300,275300,275300
price_usd_nerkhapi,d,20220415,000000,275300,275300,275300,275300
price_usd_nerkhapi,d,20220416,000000,279200,279200,279200,279200
price_usd_nerkhapi,d,20220417,000000,280200,280200,280200,280200
price_usd_nerkhapi,d,20220418,000000,276700,276700,276700,276700
price_usd_nerkhapi,d,20220419,000000,276000,276000,276000,276000
price_usd_nerkhapi,d,20220420,000000,277500,277500,277500,277500
price_usd_nerkhapi,d,20220421,000000,279300,279300,279300,279300
price_usd_nerkhapi,d,20220422,000000,279300,279300,279300,279300
price_usd_nerkhapi,d,20220423,000000,279300,279300,279300,279300
price_usd_nerkhapi,d,20220424,000000,278300,278300,278300,278300
price_usd_nerkhapi,d,20220425,000000,278200,278200,278200,278200
price_usd_nerkhapi,d,20220426,000000,279700,279700,279700,279700
price_usd_nerkhapi,d,20220427,000000,280800,280800,280800,280800
price_usd_nerkhapi,d,20220428,000000,280800,280800,280800,280800
price_usd_nerkhapi,d,20220429,000000,280800,280800,280800,280800
price_usd_nerkhapi,d,20220430,000000,281000,281000,281000,281000
price_usd_nerkhapi,d,20220501,000000,281700,281700,281700,281700
price_usd_nerkhapi,d,20220502,000000,281800,281800,281800,281800
price_usd_nerkhapi,d,20220503,000000,281800,281800,281800,281800
price_usd_nerkhapi,d,20220504,000000,281800,281800,281800,281800
price_usd_nerkhapi,d,20220505,000000,284000,284000,284000,284000
price_usd_nerkhapi,d,20220506,000000,284000,284000,284000,284000
price_usd_nerkhapi,d,20220507,000000,285200,285200,285200,285200
price_usd_nerkhapi,d,20220508,000000,284000,284000,284000,284000
price_usd_nerkhapi,d,20220509,000000,285700,285700,285700,285700
price_usd_nerkhapi,d,20220510,000000,293000,293000,293000,293000
price_usd_nerkhapi,d,20220511,000000,298000,298000,298000,298000
price_usd_nerkhapi,d,20220512,000000,307500,307500,307500,307500
price_usd_nerkhapi,d,20220513,000000,307500,307500,307500,307500
price_usd_nerkhapi,d,20220514,000000,301500,301500,301500,301500
price_usd_nerkhapi,d,20220515,000000,306000,306000,306000,306000
price_usd_nerkhapi,d,20220516,000000,305000,305000,305000,305000
price_usd_nerkhapi,d,20220517,000000,302500,302500,302500,302500
price_usd_nerkhapi,d,20220518,000000,301000,301000,301000,301000
price_usd_nerkhapi,d,20220519,000000,301700,301700,301700,301700
price_usd_nerkhapi,d,20220520,000000,301700,301700,301700,301700
price_usd_nerkhapi,d,20220521,000000,304500,304500,304500,304500
price_usd_nerkhapi,d,20220522,000000,303200,303200,303200,303200
price_usd_nerkhapi,d,20220523,000000,302500,302500,302500,302500
price_usd_nerkhapi,d,20220524,000000,302000,302000,302000,302000
price_usd_nerkhapi,d,20220525,000000,301700,301700,301700,301700
price_usd_nerkhapi,d,20220526,000000,305000,305000,305000,305000
price_usd_nerkhapi,d,20220527,000000,305000,305000,305000,305000
price_usd_nerkhapi,d,20220528,000000,305500,305500,305500,305500
price_usd_nerkhapi,d,20220529,000000,308000,308000,308000,308000
price_usd_nerkhapi,d,20220530,000000,311000,311000,311000,311000
price_usd_nerkhapi,d,20220531,000000,312000,312000,312000,312000
price_usd_nerkhapi,d,20220601,000000,318000,318000,318000,318000
price_usd_nerkhapi,d,20220602,000000,316500,316500,316500,316500
price_usd_nerkhapi,d,20220603,000000,316500,316500,316500,316500
price_usd_nerkhapi,d,20220604,000000,316500,316500,316500,316500
price_usd_nerkhapi,d,20220605,000000,316500,316500,316500,316500
price_usd_nerkhapi,d,20220606,000000,316000,316000,316000,316000
price_usd_nerkhapi,d,20220607,000000,319700,319700,319700,319700
price_usd_nerkhapi,d,20220608,000000,318500,318500,318500,318500
price_usd_nerkhapi,d,20220609,000000,322500,322500,322500,322500
price_usd_nerkhapi,d,20220610,000000,322500,322500,322500,322500
price_usd_nerkhapi,d,20220611,000000,327500,327500,327500,327500
price_usd_nerkhapi,d,20220612,000000,332000,332000,332000,332000
price_usd_nerkhapi,d,20220613,000000,330000,330000,330000,330000
price_usd_nerkhapi,d,20220614,000000,323500,323500,323500,323500
price_usd_nerkhapi,d,20220615,000000,318500,318500,318500,318500
price_usd_nerkhapi,d,20220616,000000,319000,319000,319000,319000
price_usd_nerkhapi,d,20220617,000000,319000,319000,319000,319000
price_usd_nerkhapi,d,20220618,000000,321000,321000,321000,321000
price_usd_nerkhapi,d,20220619,000000,318000,318000,318000,318000
price_usd_nerkhapi,d,20220620,000000,318700,318700,318700,318700
price_usd_nerkhapi,d,20220621,000000,318500,318500,318500,318500
price_usd_nerkhapi,d,20220622,000000,321500,321500,321500,321500
price_usd_nerkhapi,d,20220623,000000,320000,320000,320000,320000
price_usd_nerkhapi,d,20220624,000000,320000,320000,320000,320000
price_usd_nerkhapi,d,20220625,000000,318000,318000,318000,318000
price_usd_nerkhapi,d,20220626,000000,313800,313800,313800,313800
price_usd_nerkhapi,d,20220627,000000,304000,304000,304000,304000
price_usd_nerkhapi,d,20220628,000000,307000,307000,307000,307000
price_usd_nerkhapi,d,20220629,000000,311500,311500,311500,311500
price_usd_nerkhapi,d,20220630,000000,320500,320500,320500,320500
price_usd_nerkhapi,d,20220701,000000,320500,320500,320500,320500
price_usd_nerkhapi,d,20220702,000000,327500,327500,327500,327500
price_usd_nerkhapi,d,20220703,000000,320500,320500,320500,320500
price_usd_nerkhapi,d,20220704,000000,318000,318000,318000,318000
price_usd_nerkhapi,d,20220705,000000,315000,315000,315000,315000
price_usd_nerkhapi,d,20220706,000000,315500,315500,315500,315500
price_usd_nerkhapi,d,20220707,000000,315500,315500,315500,315500
price_usd_nerkhapi,d,20220708,000000,315500,315500,315500,315500
price_usd_nerkhapi,d,20220709,000000,315500,315500,315500,315500
price_usd_nerkhapi,d,20220710,000000,315500,315500,315500,315500
price_usd_nerkhapi,d,20220711,000000,317000,317000,317000,317000
price_usd_nerkhapi,d,20220712,000000,316500,316500,316500,316500
price_usd_nerkhapi,d,20220713,000000,318200,318200,318200,318200
price_usd_nerkhapi,d,20220714,000000,321000,321000,321000,321000
price_usd_nerkhapi,d,20220715,000000,321000,321000,321000,321000
price_usd_nerkhapi,d,20220716,000000,321500,321500,321500,321500
price_usd_nerkhapi,d,20220717,000000,321000,321000,321000,321000
price_usd_nerkhapi,d,20220718,000000,321000,321000,321000,321000
price_usd_nerkhapi,d,20220719,000000,319000,319000,319000,319000
price_usd_nerkhapi,d,20220720,000000,318200,318200,318200,318200
price_usd_nerkhapi,d,20220721,000000,319000,319000,319000,319000
price_usd_nerkhapi,d,20220722,000000,319000,319000,319000,319000
price_usd_nerkhapi,d,20220723,000000,321500,321500,321500,321500
price_usd_nerkhapi,d,20220724,000000,320000,320000,320000,320000
price_usd_nerkhapi,d,20220725,000000,318500,318500,318500,318500
price_usd_nerkhapi,d,20220726,000000,319000,319000,319000,319000
price_usd_nerkhapi,d,20220727,000000,319300,319300,319300,319300
price_usd_nerkhapi,d,20220728,000000,319000,319000,319000,319000
price_usd_nerkhapi,d,20220729,000000,319000,319000,319000,319000
price_usd_nerkhapi,d,20220730,000000,319500,319500,319500,319500
price_usd_nerkhapi,d,20220731,000000,318000,318000,318000,318000
price_usd_nerkhapi,d,20220801,000000,317400,317400,317400,317400
price_usd_nerkhapi,d,20220802,000000,316700,316700,316700,316700
price_usd_nerkhapi,d,20220803,000000,314500,314500,314500,314500
price_usd_nerkhapi,d,20220804,000000,314000,314000,314000,314000
price_usd_nerkhapi,d,20220805,000000,314000,314000,314000,314000
price_usd_nerkhapi,d,20220806,000000,315500,315500,315500,315500
price_usd_nerkhapi,d,20220807,000000,315500,315500,315500,315500
price_usd_nerkhapi,d,20220808,000000,315500,315500,315500,315500
price_usd_nerkhapi,d,20220809,000000,316000,316000,316000,316000
price_usd_nerkhapi,d,20220810,000000,312500,312500,312500,312500
price_usd_nerkhapi,d,20220811,000000,312000,312000,312000,312000
price_usd_nerkhapi,d,20220812,000000,312000,312000,312000,312000
price_usd_nerkhapi,d,20220813,000000,306000,306000,306000,306000
price_usd_nerkhapi,d,20220814,000000,303200,303200,303200,303200
price_usd_nerkhapi,d,20220815,000000,301500,301500,301500,301500
price_usd_nerkhapi,d,20220816,000000,301000,301000,301000,301000
price_usd_nerkhapi,d,20220817,000000,299000,299000,299000,299000
price_usd_nerkhapi,d,20220818,000000,299000,299000,299000,299000
price_usd_nerkhapi,d,20220819,000000,299000,299000,299000,299000
price_usd_nerkhapi,d,20220820,000000,287000,287000,287000,287000
price_usd_nerkhapi,d,20220821,000000,290000,290000,290000,290000
price_usd_nerkhapi,d,20220822,000000,294000,294000,294000,294000
price_usd_nerkhapi,d,20220823,000000,293000,293000,293000,293000
price_usd_nerkhapi,d,20220824,000000,291500,291500,291500,291500
price_usd_nerkhapi,d,20220825,000000,297500,297500,297500,297500
price_usd_nerkhapi,d,20220826,000000,297500,297500,297500,297500
price_usd_nerkhapi,d,20220827,000000,299000,299000,299000,299000
price_usd_nerkhapi,d,20220828,000000,296200,296200,296200,296200
price_usd_nerkhapi,d,20220829,000000,296000,296000,296000,296000
price_usd_nerkhapi,d,20220830,000000,298000,298000,298000,298000
price_usd_nerkhapi,d,20220831,000000,299500,299500,299500,299500
price_usd_nerkhapi,d,20220901,000000,298200,298200,298200,298200
price_usd_nerkhapi,d,20220902,000000,298200,298200,298200,298200
price_usd_nerkhapi,d,20220903,000000,300200,300200,300200,300200
price_usd_nerkhapi,d,20220904,000000,303000,303000,303000,303000
price_usd_nerkhapi,d,20220905,000000,300600,300600,300600,300600
price_usd_nerkhapi,d,20220906,000000,302200,302200,302200,302200
price_usd_nerkhapi,d,20220907,000000,301900,301900,301900,301900
price_usd_nerkhapi,d,20220908,000000,302700,302700,302700,302700
price_usd_nerkhapi,d,20220909,000000,302700,302700,302700,302700
price_usd_nerkhapi,d,20220910,000000,303800,303800,303800,303800
price_usd_nerkhapi,d,20220911,000000,307800,307800,307800,307800
price_usd_nerkhapi,d,20220912,000000,311000,311000,311000,311000
price_usd_nerkhapi,d,20220913,000000,317000,317000,317000,317000
price_usd_nerkhapi,d,20220914,000000,313300,313300,313300,313300
price_usd_nerkhapi,d,20220915,000000,316700,316700,316700,316700
price_usd_nerkhapi,d,20220916,000000,316700,316700,316700,316700
price_usd_nerkhapi,d,20220917,000000,316700,316700,316700,316700
price_usd_nerkhapi,d,20220918,000000,317700,317700,317700,317700
price_usd_nerkhapi,d,20220919,000000,318000,318000,318000,318000
price_usd_nerkhapi,d,20220920,000000,317300,317300,317300,317300
price_usd_nerkhapi,d,20220921,000000,317200,317200,317200,317200
